inventory_id,source_tag,event_id,container_type,internal_path,asset_type,extension,file_size_bytes,sha256,has_geometry,geometry_type,crs,feature_count,has_prj,columns_detected,date_term_detected,hazard_term_detected,locality_term_detected,susceptibility_term_detected,classification,inventory_status,notes
FINV_v1uj_0042,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__b81bf4cc-ae19-4a43-94a7-f11b3e0b662b__521c9d95b1aa__atendimentos-2014.csv,tabular,.csv,9858699,5fcb19228a8fa28b081006d9ba857cb777bd7cbef73fc13971bf3baaa4fab1f5,false,,,,,"Regional;""Ano"";""Mês"";""Data"";""Ocorrencia"";""Solicitacao"";""Endereco"";""Bairro"";""Localidade"";""Grau_de_Risco"";""Data_da_Acao"";""Tipo_da_Acao"";""Quantidade"";""Altura"";""Largura"";""Area_m""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0043,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__bbd37e34-44f7-4c21-a906-e4a2f560a359__c659b82e946c__atendimentos-2024.csv,tabular,.csv,13130752,2bd11da20a8c19ad1d6169a217b5741f97df182c874ed6f8ffc17fda4d21d434,false,,,,,"Regional;""Ano"";""Mês"";""Data"";""Ocorrencia"";""Solicitacao"";""Endereco"";""Bairro"";""Localidade"";""Grau_de_Risco"";""Data_da_Acao"";""Tipo_da_Acao"";""Quantidade"";""Altura"";""Largura"";""Area_m""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0044,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__bd06d29e-ede2-4f0c-99ad-09dbb98a526c__e523a681ffbd__iluminacao-publica-do-recife-2024.csv,tabular,.csv,22457617,78c137f75c5710d6fb9a872955faf879d78f9a7a63af6883f98f80cd0e871b67,false,,,,,"id_ponto;""sequencia"";""rpa"";""localizaca"";""endereco"";""barrament0"";""latitude"";""longitude"";""bairro"";""medicao"";""tipo_lumin"";""tipo_de_po"";""tipo_lampa"";""qtde"";""potencia"";""perdas"";""total_carg"";""consumo_kw"";""potencia_1"";""perdas_1"";""total_ca_1"";""consumo_1"";""atualizaca"";""bloq_amp""",true,false,true,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0045,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__bf281fbc-167b-4602-994b-30772b11987f__27f410b1dfb9__pesagem-de-residuos-2014.csv,tabular,.csv,29562287,1fd71c6ebccfb45b2b9f731320bc3d2d954c31187e360eb7c9d28f847cff19f6,false,,,,,"PES_ID;""LOCDESCARREGO_ID"";""LOCDESCARREGO_DESC"";""EMP_ID"";""EMP_NOME"";""ROTA_ID"";""TPVEICULO_DESC"";""PES_DATAINI"";""PES_HRINI"";""PES_PESOINI"";""PES_DATAFIM"";""PES_HRFIM"";""PES_PESOFIM"";""PES_PESOUTIL"";""COLETA_ID"";""COLETA_DESC"";""ESPECCOLETA_ID"";""ESPECCOLETA_DESC""",true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0046,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__bf6f5af8-3556-425c-bfec-0eddccdeeb73__ad37a4c87757__atendimentos-2021.csv,tabular,.csv,10836516,ff5f7da5f71169f8f6f1306e8e4c4145852b4315de168c6046561bdecf1505af,false,,,,,"Regional;""Ano"";""Mês"";""Data"";""Ocorrencia"";""Solicitacao"";""Endereco"";""Bairro"";""Localidade"";""Grau_de_Risco"";""Data_da_Acao"";""Tipo_da_Acao"";""Quantidade"";""Altura"";""Largura"";""Area_m""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0047,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__c394160a-ea01-4ea4-a6f5-afae75ca2246__ff608a4be818__solicitacoes-156-atendimentos-de-servicos-da-emlurb.csv,tabular,.csv,18104,e26f80ddada0a6c7150925e954ef9c52a743d032e3c91071bf0e8773e8732c48,false,,,,,"GRUPOSERVICO_CODIGO;""GRUPOSERVICO_DESCRICAO"";""SERVICO_CODIGO"";""SERVICO_DESCRICAO"";""LOGRADOURO"";""NUMERO"";""BAIRRO"";""RPA"";""DATA_DEMANDA"";""SITUACAO"";""DATA_ULT_SITUACAO"";""latitude"";""longitude""",true,true,false,false,TABLE_WITH_COORDINATES_CANDIDATE_FOR_REVIEW,INVENTORIED,
FINV_v1uj_0048,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__c61585b5-4e1d-40d8-86e9-c5808a2716a0__c5c11550657e__prevencao-de-urgencia-de-ist-aids-pep.csv,tabular,.csv,453,c444dc7727f16c061ca40dfd5afcc7ee074f31cc1525fe25e3900daf68677b2b,false,,,,,"nome_oficial;""rpa"";""distrito_sanitario"";""microregiao"";""cnes"";""cod_nat"";""tipo_servico"";""endereço"";""bairro"";""fone"";""servico"";""especialidade"";""como_usar"";""horario"";""ordem"";""latitude"";""longitude""",true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0049,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__c67fa150-8c69-4f6d-8fca-8204fdd61e35__f3090e42f795__rotas-ciclaveis-do-recife-conecta-.geojson,geospatial_vector,.geojson,1069812,49b087c6869ff89f64c69b9627c605294291031a0bb712c8de81c824c8a3c4d9,true,MultiLineString,urn:ogc:def:crs:OGC:1.3:CRS84,79,,,true,false,true,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0050,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__c81ded9f-aeb1-4aca-9b68-0a1f72241b37__2b9f2595afe6__pesagem-de-residuos-2015.csv,tabular,.csv,31242766,7722e7473b87152e320d333c983ff45690cd4d758f2811257e7b2f67168079d6,false,,,,,"PES_ID;""LOCDESCARREGO_ID"";""LOCDESCARREGO_DESC"";""EMP_ID"";""EMP_NOME"";""ROTA_ID"";""TPVEICULO_DESC"";""PES_DATAINI"";""PES_HRINI"";""PES_DATAFIM"";""PES_HRFIM"";""PES_PESOFIM"";""PES_PESOUTIL"";""COLETA_ID"";""COLETA_DES"";""ESPECCOLETA_ID"";""ESPECCOLETA_DESC""",true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0051,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__c9654429-a71f-4f10-aed7-a61cb532aa3d__2da99c0061f5__sedec-vistorias-tempo-real.csv,tabular,.csv,299,0e1fb9ec43d4639b173d9f268ffca5f428cfafba3c4c493d2ac8d0acbb11a519,false,,,,,"ano;""mes"";""avaliador"";""vistoria_data"";""vistoria_risco"";""vistoria_localidade"";""vistoria_rpa_codigo"";""vistoria_microrregiao"";""vistoria_setor"";""processo_numero""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0052,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__c99492cc-ee53-4fd0-a254-c6573aaa2cd7__5bb7c6c19010__mae-coruja.csv,tabular,.csv,7106,521d270a27774b021719fcacfd6ac8d5ebe0f5d7718422c1340ba49ad7498180,false,,,,,"nome_oficial;""rpa"";""distrito_sanitario"";""microregiao"";""cnes"";""cod_nat"";""tipo_servico"";""endereço"";""bairro"";""fone"";""servico"";""especialidade"";""como_usar"";""horario"";""ordem"";""latitude"";""longitude""",true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0053,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__d2199b6f-1d24-4553-980b-e11dafc90e06__6b2009f1899a__parques-e-pracas.csv,tabular,.csv,99416,a53bfc252dd0e5d6ab08734ce9098150986de2f4098e749b69265193b9fdaef3,false,,,,,"nome_equip_urbano;""tipo_equip_urbano"";""endereco_equip_urbano"";""codigo_logradouro"";""lei_equip_urbano"";""nome_oficial_equip_urbano"";""area"";""perimetro"";""codigo_bairro"";""nome_bairro"";""latitude"";""longitude""",true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0054,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__d7c98300-5043-4d6c-92d7-20a519b25366__99eab677ec08__sedec-vistorias-tempo-real.csv,tabular,.csv,299,0e1fb9ec43d4639b173d9f268ffca5f428cfafba3c4c493d2ac8d0acbb11a519,false,,,,,"ano;""mes"";""avaliador"";""vistoria_data"";""vistoria_risco"";""vistoria_localidade"";""vistoria_rpa_codigo"";""vistoria_microrregiao"";""vistoria_setor"";""processo_numero""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0055,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__e8beeaec-5d53-4e3a-9196-89edf2127089__8bf9862065c9__detalhes-da-implantacao-da-malha-cicloviaria-do-recife.csv,tabular,.csv,21986,1148398252bd093fd2702a3794217e3081a7948d681c4232388536dbf7a11ba5,false,,,,,"rota;""tipologia"";""sentido"";""percurso"";""bairros"";""extensao"";""inauguracao""",true,false,true,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0056,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__ec18759d-fac2-445e-ae72-af9d9210b831__87a80dd1fb20__coordenadas-geograficas-da-regiao-sul.geojson,geospatial_vector,.geojson,139712,0f8036b19ec604816dfccd93e7db30dc5b764e411d512faad682def88090bf47,true,Point,,400,,,true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0057,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__ef03b0e3-0c83-4eb8-a2fb-97867d195204__ec16e85ae284__atendimentos-2025.csv,tabular,.csv,340,a3bde6e605064761cca532b02244f01f72fd19ac9d9ab05352f25d44f52cb1e5,false,,,,,"Regional;""Ano"";""Mês"";""Data"";""Ocorrencia"";""Solicitacao"";""Endereco"";""Bairro"";""Localidade"";""Grau_de_Risco"";""Data_da_Acao"";""Tipo_da_Acao"";""Quantidade"";""Altura"";""Largura"";""Area_m""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0058,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__f2f8d284-3f9e-4172-906a-a40df53f1743__415e5b34ec97__centro-de-orientacao-ao-viajante.csv,tabular,.csv,874,1a941bb81d4eba41e6527c7be7d9917ff417d93e2830641d4d05e8c022a30e33,false,,,,,"nome_oficial;""rpa"";""distrito_sanitario"";""microregiao"";""cnes"";""cod_nat"";""tipo_servico"";""endereço"";""bairro"";""fone"";""servico"";""especialidade"";""como_usar"";""horario"";""ordem"";""latitude"";""longitude""",true,false,true,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0059,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__f3b3a0ab-ac8f-4fe8-a1cc-c3afdd20081a__f7b670c04829__solicitacoes-156-atendimentos-de-servicos-da-emlurb.csv,tabular,.csv,18104,e26f80ddada0a6c7150925e954ef9c52a743d032e3c91071bf0e8773e8732c48,false,,,,,"GRUPOSERVICO_CODIGO;""GRUPOSERVICO_DESCRICAO"";""SERVICO_CODIGO"";""SERVICO_DESCRICAO"";""LOGRADOURO"";""NUMERO"";""BAIRRO"";""RPA"";""DATA_DEMANDA"";""SITUACAO"";""DATA_ULT_SITUACAO"";""latitude"";""longitude""",true,true,false,false,TABLE_WITH_COORDINATES_CANDIDATE_FOR_REVIEW,INVENTORIED,
FINV_v1uj_0060,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__f7b0ae2a-f275-4596-81aa-eacc08c54019__d5e08d983159__maternidades.csv,tabular,.csv,2218,703b655ee86ffa605aa795090774607a17bab981a6534b1803a359300ba3a32a,false,,,,,"nome_oficial;""rpa"";""distrito_sanitario"";""microregiao"";""cnes"";""cod_nat"";""tipo_servico"";""endereço"";""bairro"";""fone"";""servico"";""especialidade"";""como_usar"";""horario"";""ordem"";""latitude"";""longitude""",true,false,false,false,CONTEXTUAL_OFFICIAL_LAYER,INVENTORIED,
FINV_v1uj_0061,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__f907decb-0fb6-491b-8b6c-0f53f277f413__94ff8859e8c2__atendimentos-2025.csv,tabular,.csv,340,a3bde6e605064761cca532b02244f01f72fd19ac9d9ab05352f25d44f52cb1e5,false,,,,,"Regional;""Ano"";""Mês"";""Data"";""Ocorrencia"";""Solicitacao"";""Endereco"";""Bairro"";""Localidade"";""Grau_de_Risco"";""Data_da_Acao"";""Tipo_da_Acao"";""Quantidade"";""Altura"";""Largura"";""Area_m""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0062,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__fa135ecc-101d-40d7-88df-f38aa709a7d1__a8e4ca48997f__sedec-solicitacoes-tempo-real.csv,tabular,.csv,57240,38f27586cafd0abdbe8f26f889a37ff0efc1d15f9c13f108ec500759d5d9066c,false,,,,,"ano;""mes"";""processo_numero"";""solicitacao_data"";""solicitacao_hora"";""solicitacao_descricao"";""solicitacao_regional"";""solicitacao_bairro"";""solicitacao_localidade"";""solicitacao_endereco"";""solicitacao_roteiro"";""rpa_codigo"";""rpa_nome"";""solicitacao_microrregiao"";""solicitacao_plantao"";""processo_situacao"";""processo_tipo"";""processo_origem"";""processo_solicitacao""",true,true,false,false,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
FINV_v1uj_0063,ckan,REC_2022_05_24_30,standalone,REC_2022_05_24_30__ckan__fed15150-ff77-41c6-9c1d-5055ae109903__9fce772d26e2__atendimentos-2025.csv,tabular,.csv,340,a3bde6e605064761cca532b02244f01f72fd19ac9d9ab05352f25d44f52cb1e5,false,,,,,"Regional;""Ano"";""Mês"";""Data"";""Ocorrencia"";""Solicitacao"";""Endereco"";""Bairro"";""Localidade"";""Grau_de_Risco"";""Data_da_Acao"";""Tipo_da_Acao"";""Quantidade"";""Altura"";""Largura"";""Area_m""",true,true,false,true,DOCUMENTED_OCCURRENCE_TABLE_NO_GEOMETRY,INVENTORIED,
