qa_id,event_patch_candidate_id,check_group,check_name,expected,observed,status,severity,notes
QA_readiness_consistency_00196,EPC_v1us_00049,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00197,EPC_v1us_00049,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00198,EPC_v1us_00049,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00199,EPC_v1us_00049,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00200,EPC_v1us_00050,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00201,EPC_v1us_00050,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00202,EPC_v1us_00050,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00203,EPC_v1us_00050,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00204,EPC_v1us_00051,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00205,EPC_v1us_00051,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00206,EPC_v1us_00051,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00207,EPC_v1us_00051,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00208,EPC_v1us_00052,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00209,EPC_v1us_00052,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00210,EPC_v1us_00052,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00211,EPC_v1us_00052,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00212,EPC_v1us_00053,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00213,EPC_v1us_00053,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00214,EPC_v1us_00053,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00215,EPC_v1us_00053,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00216,EPC_v1us_00054,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00217,EPC_v1us_00054,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00218,EPC_v1us_00054,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00219,EPC_v1us_00054,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00220,EPC_v1us_00055,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00221,EPC_v1us_00055,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00222,EPC_v1us_00055,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00223,EPC_v1us_00055,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00224,EPC_v1us_00056,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00225,EPC_v1us_00056,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00226,EPC_v1us_00056,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00227,EPC_v1us_00056,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00228,EPC_v1us_00057,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00229,EPC_v1us_00057,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00230,EPC_v1us_00057,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00231,EPC_v1us_00057,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00232,EPC_v1us_00058,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00233,EPC_v1us_00058,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00234,EPC_v1us_00058,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00235,EPC_v1us_00058,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00236,EPC_v1us_00059,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00237,EPC_v1us_00059,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00238,EPC_v1us_00059,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00239,EPC_v1us_00059,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00240,EPC_v1us_00060,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00241,EPC_v1us_00060,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00242,EPC_v1us_00060,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00243,EPC_v1us_00060,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00244,EPC_v1us_00061,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00245,EPC_v1us_00061,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00246,EPC_v1us_00061,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00247,EPC_v1us_00061,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00248,EPC_v1us_00062,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00249,EPC_v1us_00062,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00250,EPC_v1us_00062,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00251,EPC_v1us_00062,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00252,EPC_v1us_00063,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00253,EPC_v1us_00063,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00254,EPC_v1us_00063,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00255,EPC_v1us_00063,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00256,EPC_v1us_00064,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00257,EPC_v1us_00064,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00258,EPC_v1us_00064,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00259,EPC_v1us_00064,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00260,EPC_v1us_00065,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00261,EPC_v1us_00065,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00262,EPC_v1us_00065,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00263,EPC_v1us_00065,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00264,EPC_v1us_00066,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00265,EPC_v1us_00066,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00266,EPC_v1us_00066,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00267,EPC_v1us_00066,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00268,EPC_v1us_00067,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00269,EPC_v1us_00067,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00270,EPC_v1us_00067,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00271,EPC_v1us_00067,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00272,EPC_v1us_00068,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00273,EPC_v1us_00068,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00274,EPC_v1us_00068,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00275,EPC_v1us_00068,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00276,EPC_v1us_00069,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00277,EPC_v1us_00069,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00278,EPC_v1us_00069,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00279,EPC_v1us_00069,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00280,EPC_v1us_00070,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00281,EPC_v1us_00070,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00282,EPC_v1us_00070,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00283,EPC_v1us_00070,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00284,EPC_v1us_00071,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00285,EPC_v1us_00071,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00286,EPC_v1us_00071,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00287,EPC_v1us_00071,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00288,EPC_v1us_00072,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00289,EPC_v1us_00072,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00290,EPC_v1us_00072,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00291,EPC_v1us_00072,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00292,EPC_v1us_00073,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00293,EPC_v1us_00073,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00294,EPC_v1us_00073,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00295,EPC_v1us_00073,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00296,EPC_v1us_00074,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00297,EPC_v1us_00074,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00298,EPC_v1us_00074,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00299,EPC_v1us_00074,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00300,EPC_v1us_00075,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00301,EPC_v1us_00075,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00302,EPC_v1us_00075,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00303,EPC_v1us_00075,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00304,EPC_v1us_00076,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00305,EPC_v1us_00076,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00306,EPC_v1us_00076,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00307,EPC_v1us_00076,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00308,EPC_v1us_00077,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00309,EPC_v1us_00077,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00310,EPC_v1us_00077,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00311,EPC_v1us_00077,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00312,EPC_v1us_00078,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00313,EPC_v1us_00078,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00314,EPC_v1us_00078,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00315,EPC_v1us_00078,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00316,EPC_v1us_00079,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00317,EPC_v1us_00079,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00318,EPC_v1us_00079,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00319,EPC_v1us_00079,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00320,EPC_v1us_00080,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00321,EPC_v1us_00080,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00322,EPC_v1us_00080,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00323,EPC_v1us_00080,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00324,EPC_v1us_00081,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00325,EPC_v1us_00081,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00326,EPC_v1us_00081,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00327,EPC_v1us_00081,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00328,EPC_v1us_00082,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00329,EPC_v1us_00082,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00330,EPC_v1us_00082,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00331,EPC_v1us_00082,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00332,EPC_v1us_00083,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00333,EPC_v1us_00083,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00334,EPC_v1us_00083,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00335,EPC_v1us_00083,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00336,EPC_v1us_00084,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00337,EPC_v1us_00084,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00338,EPC_v1us_00084,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00339,EPC_v1us_00084,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00340,EPC_v1us_00085,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00341,EPC_v1us_00085,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00342,EPC_v1us_00085,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00343,EPC_v1us_00085,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00344,EPC_v1us_00086,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00345,EPC_v1us_00086,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00346,EPC_v1us_00086,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00347,EPC_v1us_00086,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00348,EPC_v1us_00087,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00349,EPC_v1us_00087,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00350,EPC_v1us_00087,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00351,EPC_v1us_00087,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00352,EPC_v1us_00088,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00353,EPC_v1us_00088,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00354,EPC_v1us_00088,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00355,EPC_v1us_00088,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00356,EPC_v1us_00089,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00357,EPC_v1us_00089,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00358,EPC_v1us_00089,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00359,EPC_v1us_00089,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00360,EPC_v1us_00090,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00361,EPC_v1us_00090,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00362,EPC_v1us_00090,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00363,EPC_v1us_00090,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00364,EPC_v1us_00091,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00365,EPC_v1us_00091,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00366,EPC_v1us_00091,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00367,EPC_v1us_00091,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00368,EPC_v1us_00092,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00369,EPC_v1us_00092,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00370,EPC_v1us_00092,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00371,EPC_v1us_00092,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00372,EPC_v1us_00093,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00373,EPC_v1us_00093,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00374,EPC_v1us_00093,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00375,EPC_v1us_00093,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00376,EPC_v1us_00094,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00377,EPC_v1us_00094,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00378,EPC_v1us_00094,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00379,EPC_v1us_00094,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00380,EPC_v1us_00095,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00381,EPC_v1us_00095,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00382,EPC_v1us_00095,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00383,EPC_v1us_00095,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00384,EPC_v1us_00096,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00385,EPC_v1us_00096,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00386,EPC_v1us_00096,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00387,EPC_v1us_00096,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00388,EPC_v1us_00097,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00389,EPC_v1us_00097,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00390,EPC_v1us_00097,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00391,EPC_v1us_00097,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00392,EPC_v1us_00098,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00393,EPC_v1us_00098,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
