sidecar_resolution_id,patch_id,sidecar_path_hash,date_field_used,resolved_date,resolved_datetime,source_type,resolution_status,confidence_hint,notes
SC_v2aa_00000,REFPATCH_ANCHOR_PET2022_CPRM_ANEXOII_19022022_PRE_EVENT_V1JA,d10479d1f266b967ea5558af,scene_date,2022-01-18,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00001,REFPATCH_ANCHOR_PET2022_CPRM_ANEXOII_19022022_POST_EVENT_OR_SURVEY_WINDOW_V1JA,d10479d1f266b967ea5558af,scene_date,2022-03-04,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00002,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_PRE_EVENT,77523d36ed87b57e20248860,scene_date,2022-02-02,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00003,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_POST_EVENT_SURVEY,77523d36ed87b57e20248860,scene_date,2022-03-04,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00004,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_PRE_EVENT,7c8dc24426639ea000fe4197,scene_date,2022-02-02,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00005,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_POST_EVENT_SURVEY,7c8dc24426639ea000fe4197,scene_date,2022-03-04,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00006,REC_PATCH_A,7bc8111925bd99875d86cd98,scene_date,2022-05-29,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00007,REC_PATCH,0fa489d3ecd306ca37f55877,scene_date,2022-05-26,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00008,REC_PATCH,fa6585669bfe0c73e8b571ca,scene_date,2022-05-26,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00009,REC_PATCH_A,8a6599e3a1d773bc9199bd3b,scene_date,2022-05-29,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00010,REC_PATCH_A,c63842d4c5a03b46554c76fc,scene_date,2022-05-25,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00011,REC_2022_05_24_30,4f38b140c581beda28738f03,scene_date,2022-05-24,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00012,REC_PATCH_A,c231ded37c2dfe03defebaf4,scene_date,2022-05-25,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00013,REC_PATCH_WITH_DATE,11272d0bcf07c538eba7b54c,scene_date,2022-05-25,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
SC_v2aa_00014,REC_PATCH_A,b04d089ccb988b077df6d058,scene_date,2022-05-25,,CSV_REGISTRY,RESOLVED_FROM_EXPLICIT_DATE_FIELD,HIGH,Resolved from explicit acquisition/sensing/scene date field; created_at/modified_at and file mtime are never used.
