"Regional";"Ano";"Mês";"Data";"Ocorrencia";"Solicitacao";"Endereco";"Bairro";"Localidade";"Grau_de_Risco";"Data_da_Acao";"Tipo_da_Acao";"Quantidade";"Altura";"Largura";"Area_m"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" @}>""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" 9<-%""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" %$<!""";"Corrego do Jenipapo";"Tres Morros";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" .<^&""";"Corrego do Jenipapo";"Tres Morros";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" +?""""]""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cascatinha";" /@9=""";"Guabiraba";"Bola Na Rede";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Putinga";" #""""#~""";"Nova Descoberta";"Corrego do Inacio";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Patativa";" """"#*9""";"Passarinho";"Passarinho Alto";"R2";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Patativa";" #_|/""";"Passarinho";"Passarinho Alto";"R2";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" $!>=""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" @}>""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" 9<-%""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Joaquim";" ~|}[""";"Nova Descoberta";"Corrego do Joaquim";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Joaquim";" /@9=""";"Nova Descoberta";"Corrego do Joaquim";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cascatinha";" ~|}[""";"Guabiraba";"Bola Na Rede";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Roque Paes Barreto";" #^>""";"Guabiraba";"Bola Na Rede";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Roque Paes Barreto";" ^[{""";"Guabiraba";"Bola Na Rede";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sao Joao";" .[?""";"Passarinho";"Alto da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sao Joao";" `=-[""";"Passarinho";"Alto da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""7 Travessa Corrego da Bica";" ?_$.""";"Passarinho";"Corrego da Bica";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""7 Travessa Corrego da Bica";" >#'\""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""7 Travessa Corrego da Bica";" $!>=""";"Passarinho";"Corrego da Bica";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""7 Travessa Corrego da Bica";" @}>""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""7 Travessa Corrego da Bica";" 9<-%""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Camburiu";" /@9=""";"Vasco da Gama ";"Alto do Eucalipto";"R2";"2022-05-29";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Japones";" %$<!""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dulcinea";" >#'\""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dulcinea";" $!>=""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" 9<-%""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" %$<!""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" .<^&""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" ^[{""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" {})!""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Formosa";" #^>""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Formosa";" ~|}[""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Formosa";" /@9=""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Formosa";" #""""#~""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Cidade de Deus";" """"#*9""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Cidade de Deus";" #_|/""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Cidade de Deus";" .[?""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" ?_$.""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Trajano de Morais";" $!>=""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dulcineia";" @}>""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dulcineia";" 9<-%""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dulcineia";" %$<!""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Cidade de Deus";" +?""""]""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Roque Paes Barreto";" {})!""";"Guabiraba";"Bola Na Rede";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""5 Subida do Corrego da Bica";" #_|/""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Arabela";" /@9=""";"Nova Descoberta";"Alto da Brasileira";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Aracitaba";" +?""""]""";"Nova Descoberta";"Corrego do Boleiro";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Lontras";" """"#*9""";"Nova Descoberta";"Alto do Reservatorio";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto da Brasileira";" #_|/""";"Nova Descoberta";"Alto da Brasileira";"R2";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Teolandia";" .[?""";"Nova Descoberta";"Alto da Brasileira";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Teolandia";" #$[""";"Nova Descoberta";"Alto da Brasileira";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""5 Subida do Corrego da Bica";" .[?""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego da Bica";" ^[{""";"Passarinho";"Corrego da Bica";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Eng. Arnufo Falcao";" #^>""";"Passarinho";"Alto da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Japones";" ~|}[""";"Passarinho";"Corrego da Bica";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""5 Subida do Corrego da Bica";" /@9=""";"Passarinho";"Corrego da Bica";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego da Bica";" #""""#~""";"Passarinho";"Corrego da Bica";"R3";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""5 Subida do Corrego da Bica";" +?""""]""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""5 Subida do Corrego da Bica";" """"#*9""";"Passarinho";"Corrego da Bica";"R4";"2022-05-29";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade Sapo Nu";" %$<!""";"Coqueiral";"Sem Localidade";"";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Rua Jose Firmino Pires";" {})!""";"Areias";"Sem Localidade";"";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Rua Joao Paulo Ii";" #^>""";"Areias";"Sem Localidade";"";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Rua Luiz Souto Dourado";" +?""""]""";"Iputinga";"Sem Localidade";"";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Avenida Rio Morno";" """"#*9""";"Dois Unidos";"Sem Localidade";"";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Muro com Danos";"Monitoramento Alagado";"""Hospital de Areias";" 9<-%""";"Areias";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade Jiquia";" %$<!""";"Jiquia";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade do Areail";" .<^&""";"Apipucos";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Vila Arraes";" ^[{""";"Varzea";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade Chiclete";" {})!""";"Iputinga";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade Vila do Vintem";" #^>""";"Campina do Barreto";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade Campina do Barreto";" ~|}[""";"Campina do Barreto";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Imveis Alagados";"Monitoramento Alagado";"""Comunidade Beirinha";" /@9=""";"Estancia";"Sem Localidade";"";"2022-05-28";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Santa Fe";" +?""""]""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa Serra da Mantiqueira";" ^[{""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Engenho Noruega N";" {})!""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Travessa Rio Gramame";" #^>""";"Varzea";"Brega e Chique";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""4 Travessa Barao de Ladario";" .[?""";"Jardim Sao Paulo";"Jardim Sao Paulo";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua Maragogipe";" `=-[""";"Jardim Sao Paulo";"Jardim Sao Paulo";"R4";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tenente Aurelio Vieira";" >#'\""";"Cohab";"Ur 02";"R3";"2022-05-26";"";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua Sussuarana";" ~|}[""";"Coqueiral";"Coqueiral";"R4";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Aracaju";" .[?""";"Nao Informado";"Sancho";"R4";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Satuba";" /@9=""";"Varzea";"Barreiras";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"rvores em Risco";"Vistoria";"""Rua Alice Santos da Silva";" #""""#~""";"Varzea";"Barreiras";"R3";"2022-05-26";"Encaminhamento de Corte de Arvores";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Monitoramento";"""Travessa Pico da Bandeira";" """"#*9""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Muro com Danos";"Vistoria";"""Rua Monteiropolis";" #_|/""";"Varzea";"Barreiras";"R3";"2022-05-26";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Traipu";" .[?""";"Varzea";"Barreiras";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Pico da Neblina";" ~|}[""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua dos Lirios";" {})!""";"Varzea";"Rosa Selvagem";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Patrocinador";" ~|}[""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa Serra da Mantiqueira";" #_|/""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa da Rua E Sapezal";" .[?""";"Coqueiral";"Coqueiral";"R3";"2022-05-26";"";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Paulo de Fontim";" #$[""";"Varzea";"Rosa Selvagem";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tenente Aurelio Vieira";" ?_$.""";"Cohab";"Ur 02";"R3";"2022-05-26";"";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rancho Alegre";" $!>=""";"Varzea";"Rosa Selvagem";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"";"Monitoramento";"""Rua Alice Santos da Silva";" #^>""";"Varzea";"Barreiras";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Monitoramento";"""Travessa Pico da Bandeira";" ^[{""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Pico da Bandeira";" {})!""";"Cohab";"Jardim Monte Verde";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Terra Rica";" .<^&""";"Barro";"Pantanal";"R3";"2022-05-26";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pirizal";" #$[""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-26";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Santa Tereza";" 9<-%""";"Passarinho";"Alto Santa Tereza";"R4";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Joao Limoeiro";" .<^&""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Travessa Alto da Mata";" ^[{""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""3 Travessa Sitio Sao Bras";" {})!""";"Dois Irmaos";"Sitio Sao Bras";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""2 Travessa Sitio Sao Bras";" #^>""";"Dois Irmaos";"Sitio Sao Bras";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Estrada do Passarinho";" ~|}[""";"Dois Irmaos";"Sitio dos Pintos";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua das Fronteiras";" /@9=""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua das Fronteiras";" #""""#~""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua das Fronteiras";" +?""""]""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua das Fronteiras";" """"#*9""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua das Fronteiras";" #_|/""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Santa Tereza";" @}>""";"Passarinho";"Alto Santa Tereza";"R4";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua das Fronteiras";" .[?""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rosal";" `=-[""";"Brejo da Guabiraba";"Corrego Jardim Primavera";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Subida Jose Correia";" ?_$.""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pindai";" >#'\""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Subida Jose Correia";" $!>=""";"Nova Descoberta";"Alto do Refugio";"R4";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Presidente Costa e Silva";" @}>""";"Guabiraba";"Alto da Guabiraba";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Imperio Serrano";" 9<-%""";"Nova Descoberta";"Alto do Refugio";"R4";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Subida Jose Correia";" %$<!""";"Nova Descoberta";"Corrego da Areia";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pau Pereira";" .<^&""";"Nova Descoberta";"Corrego da Areia";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
