binding_id,anchor_id,asset_id,patch_id,sensor,platform,scene_id,acquisition_datetime,datetime_status,cloud_cover,cloud_cover_status,tile_id,scene_lineage_status,can_support_temporal_track,can_support_stac,temporal_blocking_reason,next_action
MV2_13_BIND_00099,MV2_12_ANCHOR_00099,5b00df799cfcdb0b,REC_00279,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00100,MV2_12_ANCHOR_00100,4df01ab3609f3bea,REC_00289,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00101,MV2_12_ANCHOR_00101,96d7799feeeed728,REC_00290,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00102,MV2_12_ANCHOR_00102,e07439dd6ca21f1a,REC_00291,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00103,MV2_12_ANCHOR_00103,4533208693183fd6,REC_00292,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00104,MV2_12_ANCHOR_00104,d04f3b60f00dfa1f,REC_00294,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00105,MV2_12_ANCHOR_00105,ef25187838e6b508,REC_00296,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00106,MV2_12_ANCHOR_00106,71294b6a2a591acf,REC_00299,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00107,MV2_12_ANCHOR_00107,529562b8928a0c77,REC_00302,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00108,MV2_12_ANCHOR_00108,90a8891c5876e143,REC_00313,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00109,MV2_12_ANCHOR_00109,dde62e484b858d75,REC_00314,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00110,MV2_12_ANCHOR_00110,915fb2786ece3538,REC_00354,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00111,MV2_12_ANCHOR_00111,67bb88f906913200,REC_00355,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00112,MV2_12_ANCHOR_00112,5ba50ec9a949eb00,REC_00364,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00113,MV2_12_ANCHOR_00113,e52c3555a905d99c,REC_00388,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00114,MV2_12_ANCHOR_00114,41a529bc87c11fdc,REC_00458,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00115,MV2_12_ANCHOR_00115,fdb61fdcfde4bc2e,REC_00460,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00116,MV2_12_ANCHOR_00116,a79efe7351aa4752,REC_00481,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00117,MV2_12_ANCHOR_00117,c03d1988bd9bb68e,REC_00482,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00118,MV2_12_ANCHOR_00118,90d4c51a5b642169,REC_00483,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00119,MV2_12_ANCHOR_00119,afbd733bbdabee02,REC_00501,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00120,MV2_12_ANCHOR_00120,68c3546f05cc023c,REC_00502,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00121,MV2_12_ANCHOR_00121,59f4370d80a27e1d,REC_00503,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00122,MV2_12_ANCHOR_00122,d2283f0776744467,REC_00505,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00123,MV2_12_ANCHOR_00123,e0d7e9d725b97524,REC_00506,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00124,MV2_12_ANCHOR_00124,7b3eb11def97a0c1,REC_00525,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00125,MV2_12_ANCHOR_00125,dc6523c4350741c4,REC_00526,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00126,MV2_12_ANCHOR_00126,3ddcf1ea1e54b391,REC_00529,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00127,MV2_12_ANCHOR_00127,8f32b58bbce97cd4,REC_00548,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00128,MV2_12_ANCHOR_00128,4425022e71699b1d,REC_00550,S2_PROBABLE,Sentinel-2,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00129,MV2_12_ANCHOR_00129,,,S2_MSI,Sentinel-2,20220118T130239_20220118T130322_T23KPR,,ABSENT,,ABSENT,,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00130,MV2_12_ANCHOR_00130,,,S2_MSI,Sentinel-2,20220202T130251_20220202T130247_T23KPR,,ABSENT,,ABSENT,,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00131,MV2_12_ANCHOR_00131,,,S2_MSI,Sentinel-2,20220202T130251_20220202T130247_T23KPR,,ABSENT,,ABSENT,,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00132,MV2_12_ANCHOR_00132,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00133,MV2_12_ANCHOR_00133,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00134,MV2_12_ANCHOR_00134,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00135,MV2_12_ANCHOR_00135,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00136,MV2_12_ANCHOR_00136,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00137,MV2_12_ANCHOR_00137,,,,,,2026-06-18,INVALID_FUTURE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00138,MV2_12_ANCHOR_00138,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00139,MV2_12_ANCHOR_00139,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00140,MV2_12_ANCHOR_00140,,,,,,2022-06-02,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00141,MV2_12_ANCHOR_00141,,,,,,2022-06-02,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00142,MV2_12_ANCHOR_00142,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00143,MV2_12_ANCHOR_00143,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00144,MV2_12_ANCHOR_00144,,,,,,2022-05-24,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00145,MV2_12_ANCHOR_00145,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00146,MV2_12_ANCHOR_00146,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00147,MV2_12_ANCHOR_00147,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00148,MV2_12_ANCHOR_00148,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00149,MV2_12_ANCHOR_00149,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00150,MV2_12_ANCHOR_00150,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00151,MV2_12_ANCHOR_00151,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00152,MV2_12_ANCHOR_00152,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00153,MV2_12_ANCHOR_00153,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00154,MV2_12_ANCHOR_00154,,,S2_MSI,Sentinel-2,20220118T130239_20220118T130322_T23KPR,,ABSENT,,ABSENT,,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00155,MV2_12_ANCHOR_00155,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00156,MV2_12_ANCHOR_00156,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00157,MV2_12_ANCHOR_00157,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00158,MV2_12_ANCHOR_00158,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00159,MV2_12_ANCHOR_00159,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00160,MV2_12_ANCHOR_00160,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00161,MV2_12_ANCHOR_00161,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00162,MV2_12_ANCHOR_00162,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00163,MV2_12_ANCHOR_00163,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00164,MV2_12_ANCHOR_00164,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00165,MV2_12_ANCHOR_00165,,,S2_MSI,Sentinel-2,20220118T130239_20220118T130322_T23KPR,2026-06-18,INVALID_FUTURE,,ABSENT,T23KPR,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00166,MV2_12_ANCHOR_00166,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00167,MV2_12_ANCHOR_00167,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00168,MV2_12_ANCHOR_00168,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00169,MV2_12_ANCHOR_00169,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00170,MV2_12_ANCHOR_00170,,,S2_MSI,Sentinel-2,20220118T130239_20220118T130322_T23KPR,2026-06-18,INVALID_FUTURE,,ABSENT,T23KPR,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00171,MV2_12_ANCHOR_00171,,,,,,,ABSENT,,ABSENT,T23KPR,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00172,MV2_12_ANCHOR_00172,,,,,,2022-02-15,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00173,MV2_12_ANCHOR_00173,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00174,MV2_12_ANCHOR_00174,,,,,,,ABSENT,,ABSENT,T23KPR,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00175,MV2_12_ANCHOR_00175,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00176,MV2_12_ANCHOR_00176,,,S2_MSI,Sentinel-2,20220118T130239_20220118T130322_T23KPR,,ABSENT,,ABSENT,,SCENE_ID_PRESENT_UNLINKED_TO_PATCH,false,false,scene_id_presente_mas_sem_patch_para_vincular,vincular_cena_a_patch_oficial_sem_inferencia
MV2_13_BIND_00177,MV2_12_ANCHOR_00177,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00178,MV2_12_ANCHOR_00178,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00179,MV2_12_ANCHOR_00179,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00180,MV2_12_ANCHOR_00180,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00181,MV2_12_ANCHOR_00181,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00182,MV2_12_ANCHOR_00182,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00183,MV2_12_ANCHOR_00183,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00184,MV2_12_ANCHOR_00184,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00185,MV2_12_ANCHOR_00185,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00186,MV2_12_ANCHOR_00186,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00187,MV2_12_ANCHOR_00187,,,,,,2022-02-16,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00188,MV2_12_ANCHOR_00188,,,,,,2022-05-30,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00189,MV2_12_ANCHOR_00189,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00190,MV2_12_ANCHOR_00190,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00191,MV2_12_ANCHOR_00191,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00192,MV2_12_ANCHOR_00192,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00193,MV2_12_ANCHOR_00193,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00194,MV2_12_ANCHOR_00194,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00195,MV2_12_ANCHOR_00195,,,,,,2022-02-01,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00196,MV2_12_ANCHOR_00196,,,,,,2022-2023,COARSE_RANGE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00197,MV2_12_ANCHOR_00197,,,,,,2022-2023,COARSE_RANGE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00198,MV2_12_ANCHOR_00198,,,,,,2022-2023,COARSE_RANGE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00199,MV2_12_ANCHOR_00199,,,,,,2022-05-24,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00200,MV2_12_ANCHOR_00200,,,,,,2022-2023,COARSE_RANGE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00201,MV2_12_ANCHOR_00201,,,,,,2022-02-10,VALID_SINGLE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,temporalidade_incompleta,recuperar_campos_temporais_faltantes
MV2_13_BIND_00202,MV2_12_ANCHOR_00202,,,,,,2022-2023,COARSE_RANGE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00203,MV2_12_ANCHOR_00203,,,,,,2021-2022,COARSE_RANGE,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
MV2_13_BIND_00204,MV2_12_ANCHOR_00204,,,,,,,ABSENT,,ABSENT,,NO_SCENE_NO_TEMPORAL,false,false,sem_scene_id_e_sem_datetime_valido,recuperar_scene_id_ou_datetime_via_historico_GEE
