target_id,event_window_id,region,aoi_bbox,pre_window,post_window,sensor,collection,expected_method,requires_external_execution,gee_script_stub_path,stac_query_stub_path,output_expected,review_only
S16AS1_00148,S16AWIN_00148,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-05-31..2023-06-13,2023-06-14..2023-06-21,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00149,S16AWIN_00149,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-06-13..2023-06-26,2023-06-27..2023-07-04,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00150,S16AWIN_00150,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-06-16..2023-06-29,2023-06-30..2023-07-07,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00151,S16AWIN_00151,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-06-23..2023-07-06,2023-07-07..2023-07-14,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00152,S16AWIN_00152,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-06-24..2023-07-07,2023-07-08..2023-07-15,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00153,S16AWIN_00153,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-11-15..2023-11-28,2023-11-29..2023-12-06,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00154,S16AWIN_00154,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-01-01..2024-01-14,2024-01-15..2024-01-22,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00155,S16AWIN_00155,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-02-02..2024-02-15,2024-02-16..2024-02-23,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00156,S16AWIN_00156,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-02-13..2024-02-26,2024-02-27..2024-03-05,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00157,S16AWIN_00157,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-03-21..2024-04-03,2024-04-04..2024-04-11,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00158,S16AWIN_00158,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-04-23..2024-05-06,2024-05-07..2024-05-14,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00159,S16AWIN_00159,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-05-14..2024-05-27,2024-05-28..2024-06-04,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00160,S16AWIN_00160,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-06-01..2024-06-14,2024-06-15..2024-06-22,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00161,S16AWIN_00161,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2024-06-11..2024-06-24,2024-06-25..2024-07-02,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
