target_id,event_window_id,region,aoi_bbox,pre_window,post_window,sensor,collection,expected_method,requires_external_execution,gee_script_stub_path,stac_query_stub_path,output_expected,review_only
S16AS1_00091,S16AWIN_00091,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-02..2018-01-15,2018-01-16..2018-01-23,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00092,S16AWIN_00092,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-03..2018-01-16,2018-01-17..2018-01-24,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00093,S16AWIN_00093,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-04..2018-01-17,2018-01-18..2018-01-25,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00094,S16AWIN_00094,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-05..2018-01-18,2018-01-19..2018-01-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00095,S16AWIN_00095,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-08..2018-01-21,2018-01-22..2018-01-29,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00096,S16AWIN_00096,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-10..2018-01-23,2018-01-24..2018-01-31,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00097,S16AWIN_00097,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-11..2018-01-24,2018-01-25..2018-02-01,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00098,S16AWIN_00098,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-12..2018-01-25,2018-01-26..2018-02-02,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00099,S16AWIN_00099,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-16..2018-01-29,2018-01-30..2018-02-06,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00100,S16AWIN_00100,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-18..2018-01-31,2018-02-01..2018-02-08,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00101,S16AWIN_00101,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-19..2018-02-01,2018-02-02..2018-02-09,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00102,S16AWIN_00102,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-22..2018-02-04,2018-02-05..2018-02-12,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00103,S16AWIN_00103,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-23..2018-02-05,2018-02-06..2018-02-13,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00104,S16AWIN_00104,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-24..2018-02-06,2018-02-07..2018-02-14,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00105,S16AWIN_00105,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-01-26..2018-02-08,2018-02-09..2018-02-16,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00106,S16AWIN_00106,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-01..2018-02-14,2018-02-15..2018-02-22,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00107,S16AWIN_00107,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-02..2018-02-15,2018-02-16..2018-02-23,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00108,S16AWIN_00108,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-05..2018-02-18,2018-02-19..2018-02-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00109,S16AWIN_00109,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-06..2018-02-19,2018-02-20..2018-02-27,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00110,S16AWIN_00110,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-07..2018-02-20,2018-02-21..2018-02-28,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00111,S16AWIN_00111,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-14..2018-02-27,2018-02-28..2018-03-07,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00112,S16AWIN_00112,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-15..2018-02-28,2018-03-01..2018-03-08,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00113,S16AWIN_00113,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-02-21..2018-03-06,2018-03-07..2018-03-14,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00114,S16AWIN_00114,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-03-07..2018-03-20,2018-03-21..2018-03-28,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00115,S16AWIN_00115,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-03-28..2018-04-10,2018-04-11..2018-04-18,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00116,S16AWIN_00116,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-04-05..2018-04-18,2018-04-19..2018-04-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00117,S16AWIN_00117,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-04-09..2018-04-22,2018-04-23..2018-04-30,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00118,S16AWIN_00118,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2018-04-18..2018-05-01,2018-05-02..2018-05-09,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00119,S16AWIN_00119,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-05-31..2019-06-13,2019-06-14..2019-06-21,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00120,S16AWIN_00120,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-06-01..2019-06-14,2019-06-15..2019-06-22,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00121,S16AWIN_00121,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-08-13..2019-08-26,2019-08-27..2019-09-03,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00122,S16AWIN_00122,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-08-23..2019-09-05,2019-09-06..2019-09-13,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00123,S16AWIN_00123,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-08-26..2019-09-08,2019-09-09..2019-09-16,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00124,S16AWIN_00124,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-08-27..2019-09-09,2019-09-10..2019-09-17,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00125,S16AWIN_00125,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-08-29..2019-09-11,2019-09-12..2019-09-19,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00126,S16AWIN_00126,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-04..2019-09-17,2019-09-18..2019-09-25,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00127,S16AWIN_00127,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-05..2019-09-18,2019-09-19..2019-09-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00128,S16AWIN_00128,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-09..2019-09-22,2019-09-23..2019-09-30,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00129,S16AWIN_00129,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-10..2019-09-23,2019-09-24..2019-10-01,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00130,S16AWIN_00130,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-11..2019-09-24,2019-09-25..2019-10-02,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00131,S16AWIN_00131,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-18..2019-10-01,2019-10-02..2019-10-09,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00132,S16AWIN_00132,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-23..2019-10-06,2019-10-07..2019-10-14,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00133,S16AWIN_00133,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-24..2019-10-07,2019-10-08..2019-10-15,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00134,S16AWIN_00134,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-09-25..2019-10-08,2019-10-09..2019-10-16,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00135,S16AWIN_00135,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2019-10-08..2019-10-21,2019-10-22..2019-10-29,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00136,S16AWIN_00136,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2020-01-24..2020-02-06,2020-02-07..2020-02-14,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00137,S16AWIN_00137,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2020-02-05..2020-02-18,2020-02-19..2020-02-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00138,S16AWIN_00138,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2020-02-18..2020-03-02,2020-03-03..2020-03-10,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00139,S16AWIN_00139,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2020-02-24..2020-03-08,2020-03-09..2020-03-16,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00140,S16AWIN_00140,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2020-03-05..2020-03-18,2020-03-19..2020-03-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00141,S16AWIN_00141,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2020-04-28..2020-05-11,2020-05-12..2020-05-19,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00142,S16AWIN_00142,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2021-01-05..2021-01-18,2021-01-19..2021-01-26,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00143,S16AWIN_00143,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2021-02-15..2021-02-28,2021-03-01..2021-03-08,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00144,S16AWIN_00144,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2021-04-29..2021-05-12,2021-05-13..2021-05-20,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00145,S16AWIN_00145,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-01-23..2023-02-05,2023-02-06..2023-02-13,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00146,S16AWIN_00146,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-01-26..2023-02-08,2023-02-09..2023-02-16,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
S16AS1_00147,S16AWIN_00147,recife,-35.14209391;-8.22709969;-34.94446455;-8.01366583,2023-05-10..2023-05-23,2023-05-24..2023-05-31,Sentinel-1,COPERNICUS/S1_GRD,"VV/VH backscatter change; speckle filtering; permanent water, HAND/slope and optional urban masks; MMU; polygonization",true,scripts/suscetibilidade/susc_16a_gee_sentinel1_flood_mapping_stub.js,scripts/suscetibilidade/susc_16a_stac_sentinel1_query_stub.py,candidate_flood_water_polygon_review_only,true
