probe_id,target_id,executed,http_status,collection,bbox,datetime_window,temporal_window_status,matched_items,selected_item_id,selected_datetime,selected_mgrs_tile,selected_cloud_cover,metadata_status,blocking_reason,notes
MV2_DATA_04_STACC_01,MV2_DATA_01_TGT_00092,false,,SENTINEL-2,"280830.0,9090040.0,281860.0,9091050.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_02,MV2_DATA_01_TGT_00093,false,,SENTINEL-2,"283770.0,9096940.0,284790.0,9097950.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_03,MV2_DATA_01_TGT_00094,false,,SENTINEL-2,"281780.0,9097910.0,282810.0,9098930.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_04,MV2_DATA_01_TGT_00095,false,,SENTINEL-2,"282770.0,9097910.0,283800.0,9098930.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_05,MV2_DATA_01_TGT_00096,false,,SENTINEL-2,"281780.0,9098890.0,282800.0,9099910.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_06,MV2_DATA_01_TGT_00044,false,,SENTINEL-2,"687780.0,7499320.0,688750.0,7500280.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_07,MV2_DATA_01_TGT_00045,false,,SENTINEL-2,"704430.0,7500940.0,705400.0,7501910.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_08,MV2_DATA_01_TGT_00046,false,,SENTINEL-2,"685970.0,7502100.0,686930.0,7503060.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_09,MV2_DATA_01_TGT_00047,false,,SENTINEL-2,"705370.0,7501850.0,706330.0,7502810.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_10,MV2_DATA_01_TGT_00048,false,,SENTINEL-2,"700780.0,7504670.0,701750.0,7505630.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_11,MV2_DATA_01_TGT_00001,false,,SENTINEL-2,"661730.0,7168160.0,662680.0,7169100.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_12,MV2_DATA_01_TGT_00002,false,,SENTINEL-2,"662700.0,7173540.0,663650.0,7174480.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_13,MV2_DATA_01_TGT_00003,false,,SENTINEL-2,"690710.0,7174960.0,691660.0,7175900.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_14,MV2_DATA_01_TGT_00004,false,,SENTINEL-2,"665440.0,7176200.0,666390.0,7177140.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
MV2_DATA_04_STACC_15,MV2_DATA_01_TGT_00005,false,,SENTINEL-2,"674470.0,7176080.0,675420.0,7177020.0",,MISSING,,,,,,BLOCKED_NO_TEMPORAL_WINDOW,sem_janela_temporal_query_aberta_proibida,Item Search exige datetime fechado; query aberta ampla nunca permitida
