contrastive_similarity_id,query_patch_id,neighbor_patch_id,rank,distance,similarity_score,same_region,same_patch_family,query_is_canary,neighbor_is_canary,review_only
S18C_CON_00751,S18A_PATCH_0076,S18A_PATCH_0072,1,0.490472,0.670928,true,true,false,false,true
S18C_CON_00752,S18A_PATCH_0076,S18A_PATCH_0075,2,0.59204,0.628125,true,true,false,false,true
S18C_CON_00753,S18A_PATCH_0076,S18A_PATCH_0083,3,0.682875,0.594221,true,true,false,false,true
S18C_CON_00754,S18A_PATCH_0076,S18A_PATCH_0047,4,0.702947,0.587217,true,true,false,false,true
S18C_CON_00755,S18A_PATCH_0076,S18A_PATCH_0091,5,0.842733,0.542672,true,true,false,false,true
S18C_CON_00756,S18A_PATCH_0076,S18A_PATCH_0073,6,0.885599,0.530335,true,true,false,false,true
S18C_CON_00757,S18A_PATCH_0076,S18A_PATCH_0046,7,0.90706,0.524367,true,true,false,false,true
S18C_CON_00758,S18A_PATCH_0076,S18A_PATCH_0077,8,0.918172,0.52133,true,true,false,false,true
S18C_CON_00759,S18A_PATCH_0076,S18A_PATCH_0082,9,0.953221,0.511975,true,true,false,false,true
S18C_CON_00760,S18A_PATCH_0076,S18A_PATCH_0012,10,0.953404,0.511927,true,true,false,false,true
S18C_CON_00761,S18A_PATCH_0077,S18A_PATCH_0058,1,0.485416,0.673212,true,true,false,false,true
S18C_CON_00762,S18A_PATCH_0077,S18A_PATCH_0051,2,0.497109,0.667954,true,true,false,false,true
S18C_CON_00763,S18A_PATCH_0077,S18A_PATCH_0083,3,0.527221,0.654784,true,true,false,false,true
S18C_CON_00764,S18A_PATCH_0077,S18A_PATCH_0073,4,0.531167,0.653097,true,true,false,false,true
S18C_CON_00765,S18A_PATCH_0077,S18A_PATCH_0003,5,0.548017,0.645988,true,true,false,false,true
S18C_CON_00766,S18A_PATCH_0077,S18A_PATCH_0046,6,0.559253,0.641333,true,true,false,false,true
S18C_CON_00767,S18A_PATCH_0077,S18A_PATCH_0033,7,0.583586,0.631478,true,true,false,false,true
S18C_CON_00768,S18A_PATCH_0077,S18A_PATCH_0001,8,0.663984,0.600967,true,true,false,false,true
S18C_CON_00769,S18A_PATCH_0077,S18A_PATCH_0074,9,0.671774,0.598167,true,true,false,false,true
S18C_CON_00770,S18A_PATCH_0077,S18A_PATCH_0047,10,0.694711,0.590071,true,true,false,false,true
S18C_CON_00771,S18A_PATCH_0078,S18A_PATCH_0098,1,0.737032,0.575695,true,true,false,false,true
S18C_CON_00772,S18A_PATCH_0078,S18A_PATCH_0045,2,0.847416,0.541297,true,true,false,false,true
S18C_CON_00773,S18A_PATCH_0078,S18A_PATCH_0065,3,1.008433,0.497901,true,true,false,false,true
S18C_CON_00774,S18A_PATCH_0078,S18A_PATCH_0010,4,1.126152,0.470333,true,true,false,false,true
S18C_CON_00775,S18A_PATCH_0078,S18A_PATCH_0040,5,1.13103,0.469257,true,true,false,false,true
S18C_CON_00776,S18A_PATCH_0078,S18A_PATCH_0080,6,1.150443,0.465021,true,true,false,false,true
S18C_CON_00777,S18A_PATCH_0078,S18A_PATCH_0020,7,1.181332,0.458436,true,true,false,false,true
S18C_CON_00778,S18A_PATCH_0078,S18A_PATCH_0054,8,1.501993,0.399681,true,true,false,false,true
S18C_CON_00779,S18A_PATCH_0078,S18A_PATCH_0005,9,1.54715,0.392596,true,true,false,false,true
S18C_CON_00780,S18A_PATCH_0078,S18A_PATCH_0055,10,1.598009,0.38491,true,true,false,false,true
S18C_CON_00781,S18A_PATCH_0079,S18A_PATCH_0017,1,0.412186,0.708122,true,true,false,false,true
S18C_CON_00782,S18A_PATCH_0079,S18A_PATCH_0003,2,0.468374,0.681025,true,true,false,false,true
S18C_CON_00783,S18A_PATCH_0079,S18A_PATCH_0051,3,0.490032,0.671126,true,true,false,false,true
S18C_CON_00784,S18A_PATCH_0079,S18A_PATCH_0086,4,0.57255,0.63591,true,true,false,false,true
S18C_CON_00785,S18A_PATCH_0079,S18A_PATCH_0033,5,0.612265,0.620245,true,true,false,false,true
S18C_CON_00786,S18A_PATCH_0079,S18A_PATCH_0036,6,0.612827,0.620029,true,true,false,false,true
S18C_CON_00787,S18A_PATCH_0079,S18A_PATCH_0004,7,0.663304,0.601213,true,true,false,false,true
S18C_CON_00788,S18A_PATCH_0079,S18A_PATCH_0058,8,0.677554,0.596106,true,true,false,false,true
S18C_CON_00789,S18A_PATCH_0079,S18A_PATCH_0046,9,0.70138,0.587758,true,true,false,false,true
S18C_CON_00790,S18A_PATCH_0079,S18A_PATCH_0001,10,0.707617,0.585611,true,true,false,false,true
S18C_CON_00791,S18A_PATCH_0080,S18A_PATCH_0005,1,0.762473,0.567384,true,true,false,false,true
S18C_CON_00792,S18A_PATCH_0080,S18A_PATCH_0054,2,0.771123,0.564613,true,true,false,false,true
S18C_CON_00793,S18A_PATCH_0080,S18A_PATCH_0065,3,0.807603,0.553219,true,true,false,false,true
S18C_CON_00794,S18A_PATCH_0080,S18A_PATCH_0026,4,0.828155,0.547,true,true,false,false,true
S18C_CON_00795,S18A_PATCH_0080,S18A_PATCH_0010,5,0.835233,0.54489,true,true,false,false,true
S18C_CON_00796,S18A_PATCH_0080,S18A_PATCH_0098,6,0.869767,0.534826,true,true,false,false,true
S18C_CON_00797,S18A_PATCH_0080,S18A_PATCH_0061,7,0.989849,0.502551,true,true,false,false,true
S18C_CON_00798,S18A_PATCH_0080,S18A_PATCH_0099,8,1.038784,0.490488,true,true,false,false,true
S18C_CON_00799,S18A_PATCH_0080,S18A_PATCH_0002,9,1.045771,0.488813,true,true,false,false,true
S18C_CON_00800,S18A_PATCH_0080,S18A_PATCH_0055,10,1.049192,0.487997,true,true,false,false,true
S18C_CON_00801,S18A_PATCH_0081,S18A_PATCH_0022,1,0.361481,0.734494,true,true,false,false,true
S18C_CON_00802,S18A_PATCH_0081,S18A_PATCH_0063,2,0.386478,0.721252,true,true,false,false,true
S18C_CON_00803,S18A_PATCH_0081,S18A_PATCH_0061,3,0.472809,0.678975,true,true,false,false,true
S18C_CON_00804,S18A_PATCH_0081,S18A_PATCH_0067,4,0.507882,0.663182,true,true,false,false,true
S18C_CON_00805,S18A_PATCH_0081,S18A_PATCH_0026,5,0.535781,0.651134,true,true,false,false,true
S18C_CON_00806,S18A_PATCH_0081,S18A_PATCH_0009,6,0.550319,0.645028,true,true,false,false,true
S18C_CON_00807,S18A_PATCH_0081,S18A_PATCH_0053,7,0.556472,0.642479,true,true,false,false,true
S18C_CON_00808,S18A_PATCH_0081,S18A_PATCH_0052,8,0.634236,0.611907,true,true,false,false,true
S18C_CON_00809,S18A_PATCH_0081,S18A_PATCH_0002,9,0.69379,0.590392,true,true,false,false,true
S18C_CON_00810,S18A_PATCH_0081,S18A_PATCH_0007,10,0.785695,0.560006,true,true,false,false,true
S18C_CON_00811,S18A_PATCH_0082,S18A_PATCH_0183,1,0.398044,0.715285,false,true,false,false,true
S18C_CON_00812,S18A_PATCH_0082,S18A_PATCH_0194,2,0.646362,0.6074,false,true,false,false,true
S18C_CON_00813,S18A_PATCH_0082,S18A_PATCH_0091,3,0.797173,0.556429,true,true,false,false,true
S18C_CON_00814,S18A_PATCH_0082,S18A_PATCH_0048,4,0.803112,0.554597,true,true,false,false,true
S18C_CON_00815,S18A_PATCH_0082,S18A_PATCH_0170,5,0.901578,0.525879,false,true,false,false,true
S18C_CON_00816,S18A_PATCH_0082,S18A_PATCH_0176,6,0.940184,0.515415,false,true,false,false,true
S18C_CON_00817,S18A_PATCH_0082,S18A_PATCH_0076,7,0.953221,0.511975,true,true,false,false,true
S18C_CON_00818,S18A_PATCH_0082,S18A_PATCH_0072,8,1.041663,0.489797,true,true,false,false,true
S18C_CON_00819,S18A_PATCH_0082,S18A_PATCH_0169,9,1.056806,0.486191,false,true,false,false,true
S18C_CON_00820,S18A_PATCH_0082,S18A_PATCH_0175,10,1.06436,0.484412,false,true,false,false,true
S18C_CON_00821,S18A_PATCH_0083,S18A_PATCH_0075,1,0.331925,0.750793,true,true,false,false,true
S18C_CON_00822,S18A_PATCH_0083,S18A_PATCH_0051,2,0.499281,0.666986,true,true,false,false,true
S18C_CON_00823,S18A_PATCH_0083,S18A_PATCH_0077,3,0.527221,0.654784,true,true,false,false,true
S18C_CON_00824,S18A_PATCH_0083,S18A_PATCH_0033,4,0.559856,0.641085,true,true,false,false,true
S18C_CON_00825,S18A_PATCH_0083,S18A_PATCH_0046,5,0.621646,0.616658,true,true,false,false,true
S18C_CON_00826,S18A_PATCH_0083,S18A_PATCH_0073,6,0.676997,0.596304,true,true,false,false,true
S18C_CON_00827,S18A_PATCH_0083,S18A_PATCH_0076,7,0.682875,0.594221,true,true,false,false,true
S18C_CON_00828,S18A_PATCH_0083,S18A_PATCH_0047,8,0.683771,0.593905,true,true,false,false,true
S18C_CON_00829,S18A_PATCH_0083,S18A_PATCH_0058,9,0.746198,0.572673,true,true,false,false,true
S18C_CON_00830,S18A_PATCH_0083,S18A_PATCH_0074,10,0.74734,0.572299,true,true,false,false,true
S18C_CON_00831,S18A_PATCH_0084,S18A_PATCH_0096,1,0.521861,0.65709,true,true,false,false,true
S18C_CON_00832,S18A_PATCH_0084,S18A_PATCH_0018,2,0.590746,0.628636,true,true,false,false,true
S18C_CON_00833,S18A_PATCH_0084,S18A_PATCH_0006,3,0.611546,0.620522,true,true,false,false,true
S18C_CON_00834,S18A_PATCH_0084,S18A_PATCH_0013,4,0.70355,0.58701,true,true,false,false,true
S18C_CON_00835,S18A_PATCH_0084,S18A_PATCH_0019,5,0.719014,0.581729,true,true,false,false,true
S18C_CON_00836,S18A_PATCH_0084,S18A_PATCH_0025,6,0.826028,0.547637,true,true,false,false,true
S18C_CON_00837,S18A_PATCH_0084,S18A_PATCH_0037,7,0.826813,0.547401,true,true,false,false,true
S18C_CON_00838,S18A_PATCH_0084,S18A_PATCH_0030,8,0.845177,0.541953,true,true,false,false,true
S18C_CON_00839,S18A_PATCH_0084,S18A_PATCH_0092,9,0.847555,0.541256,true,true,false,false,true
S18C_CON_00840,S18A_PATCH_0084,S18A_PATCH_0014,10,0.851971,0.539965,true,true,false,false,true
S18C_CON_00841,S18A_PATCH_0085,S18A_PATCH_0093,1,1.164858,0.461924,true,true,false,false,true
S18C_CON_00842,S18A_PATCH_0085,S18A_PATCH_0056,2,1.199257,0.454699,true,true,false,false,true
S18C_CON_00843,S18A_PATCH_0085,S18A_PATCH_0038,3,1.494654,0.400857,true,true,false,false,true
S18C_CON_00844,S18A_PATCH_0085,S18A_PATCH_0276,4,1.582137,0.387276,false,true,false,false,true
S18C_CON_00845,S18A_PATCH_0085,S18A_PATCH_0277,5,1.726642,0.366752,false,true,false,false,true
S18C_CON_00846,S18A_PATCH_0085,S18A_PATCH_0066,6,1.807152,0.356233,true,true,false,false,true
S18C_CON_00847,S18A_PATCH_0085,S18A_PATCH_0298,7,1.909382,0.343716,false,true,false,false,true
S18C_CON_00848,S18A_PATCH_0085,S18A_PATCH_0070,8,1.943409,0.339742,true,true,false,false,true
S18C_CON_00849,S18A_PATCH_0085,S18A_PATCH_0069,9,1.985883,0.334909,true,true,false,false,true
S18C_CON_00850,S18A_PATCH_0085,S18A_PATCH_0064,10,2.038032,0.32916,true,true,false,false,true
S18C_CON_00851,S18A_PATCH_0086,S18A_PATCH_0079,1,0.57255,0.63591,true,true,false,false,true
S18C_CON_00852,S18A_PATCH_0086,S18A_PATCH_0051,2,0.623188,0.616072,true,true,false,false,true
S18C_CON_00853,S18A_PATCH_0086,S18A_PATCH_0003,3,0.738235,0.575296,true,true,false,false,true
S18C_CON_00854,S18A_PATCH_0086,S18A_PATCH_0068,4,0.741177,0.574324,true,true,false,false,true
S18C_CON_00855,S18A_PATCH_0086,S18A_PATCH_0004,5,0.77978,0.561867,true,true,false,false,true
S18C_CON_00856,S18A_PATCH_0086,S18A_PATCH_0094,6,0.796036,0.556782,true,true,false,false,true
S18C_CON_00857,S18A_PATCH_0086,S18A_PATCH_0095,7,0.839349,0.543671,true,true,false,false,true
S18C_CON_00858,S18A_PATCH_0086,S18A_PATCH_0035,8,0.845281,0.541923,true,true,false,false,true
S18C_CON_00859,S18A_PATCH_0086,S18A_PATCH_0017,9,0.87588,0.533083,true,true,false,false,true
S18C_CON_00860,S18A_PATCH_0086,S18A_PATCH_0058,10,0.935006,0.516794,true,true,false,false,true
S18C_CON_00861,S18A_PATCH_0087,S18A_PATCH_0016,1,0.539377,0.649614,true,true,false,false,true
S18C_CON_00862,S18A_PATCH_0087,S18A_PATCH_0008,2,0.583214,0.631626,true,true,false,false,true
S18C_CON_00863,S18A_PATCH_0087,S18A_PATCH_0027,3,0.694097,0.590285,true,true,false,false,true
S18C_CON_00864,S18A_PATCH_0087,S18A_PATCH_0028,4,0.740106,0.574678,true,true,false,false,true
S18C_CON_00865,S18A_PATCH_0087,S18A_PATCH_0007,5,0.753938,0.570146,true,true,false,false,true
S18C_CON_00866,S18A_PATCH_0087,S18A_PATCH_0031,6,0.773773,0.56377,true,true,false,false,true
S18C_CON_00867,S18A_PATCH_0087,S18A_PATCH_0015,7,0.776652,0.562857,true,true,false,false,true
S18C_CON_00868,S18A_PATCH_0087,S18A_PATCH_0025,8,0.791796,0.558099,true,true,false,false,true
S18C_CON_00869,S18A_PATCH_0087,S18A_PATCH_0034,9,0.795071,0.557081,true,true,false,false,true
S18C_CON_00870,S18A_PATCH_0087,S18A_PATCH_0067,10,0.870347,0.53466,true,true,false,false,true
S18C_CON_00871,S18A_PATCH_0088,S18A_PATCH_0175,1,0.420646,0.703905,false,true,false,false,true
S18C_CON_00872,S18A_PATCH_0088,S18A_PATCH_0100,2,0.562127,0.640153,true,true,false,false,true
S18C_CON_00873,S18A_PATCH_0088,S18A_PATCH_0182,3,0.591934,0.628167,false,true,false,false,true
S18C_CON_00874,S18A_PATCH_0088,S18A_PATCH_0089,4,0.666096,0.600206,true,true,false,false,true
S18C_CON_00875,S18A_PATCH_0088,S18A_PATCH_0170,5,0.676451,0.596498,false,true,false,false,true
S18C_CON_00876,S18A_PATCH_0088,S18A_PATCH_0184,6,0.692921,0.590695,false,true,false,false,true
S18C_CON_00877,S18A_PATCH_0088,S18A_PATCH_0176,7,0.757026,0.569144,false,true,false,false,true
S18C_CON_00878,S18A_PATCH_0088,S18A_PATCH_0048,8,0.777237,0.562671,true,true,false,false,true
S18C_CON_00879,S18A_PATCH_0088,S18A_PATCH_0091,9,0.857747,0.538286,true,true,false,false,true
S18C_CON_00880,S18A_PATCH_0088,S18A_PATCH_0194,10,0.927637,0.51877,false,true,false,false,true
S18C_CON_00881,S18A_PATCH_0089,S18A_PATCH_0184,1,0.517164,0.659124,false,true,false,false,true
S18C_CON_00882,S18A_PATCH_0089,S18A_PATCH_0182,2,0.526658,0.655025,false,true,false,false,true
S18C_CON_00883,S18A_PATCH_0089,S18A_PATCH_0175,3,0.646263,0.607436,false,true,false,false,true
S18C_CON_00884,S18A_PATCH_0089,S18A_PATCH_0088,4,0.666096,0.600206,true,true,false,false,true
S18C_CON_00885,S18A_PATCH_0089,S18A_PATCH_0048,5,0.887357,0.529841,true,true,false,false,true
S18C_CON_00886,S18A_PATCH_0089,S18A_PATCH_0091,6,0.931982,0.517603,true,true,false,false,true
S18C_CON_00887,S18A_PATCH_0089,S18A_PATCH_0170,7,1.022133,0.494527,false,true,false,false,true
S18C_CON_00888,S18A_PATCH_0089,S18A_PATCH_0100,8,1.054493,0.486738,true,true,false,false,true
S18C_CON_00889,S18A_PATCH_0089,S18A_PATCH_0105,9,1.066532,0.483903,false,true,false,false,true
S18C_CON_00890,S18A_PATCH_0089,S18A_PATCH_0114,10,1.235429,0.447341,false,true,false,false,true
S18C_CON_00891,S18A_PATCH_0090,S18A_PATCH_0012,1,0.6861,0.593085,true,true,false,false,true
S18C_CON_00892,S18A_PATCH_0090,S18A_PATCH_0058,2,0.735326,0.576261,true,true,false,false,true
S18C_CON_00893,S18A_PATCH_0090,S18A_PATCH_0074,3,0.788907,0.559,true,true,false,false,true
S18C_CON_00894,S18A_PATCH_0090,S18A_PATCH_0073,4,0.794611,0.557224,true,true,false,false,true
S18C_CON_00895,S18A_PATCH_0090,S18A_PATCH_0077,5,0.891295,0.528738,true,true,false,false,true
S18C_CON_00896,S18A_PATCH_0090,S18A_PATCH_0001,6,0.917964,0.521386,true,true,false,false,true
S18C_CON_00897,S18A_PATCH_0090,S18A_PATCH_0083,7,0.925571,0.519326,true,true,false,false,true
S18C_CON_00898,S18A_PATCH_0090,S18A_PATCH_0002,8,0.969011,0.507869,true,true,false,false,true
S18C_CON_00899,S18A_PATCH_0090,S18A_PATCH_0003,9,0.973366,0.506748,true,true,false,false,true
S18C_CON_00900,S18A_PATCH_0090,S18A_PATCH_0060,10,1.008819,0.497805,true,true,false,false,true
S18C_CON_00901,S18A_PATCH_0091,S18A_PATCH_0184,1,0.473045,0.678866,false,true,false,false,true
S18C_CON_00902,S18A_PATCH_0091,S18A_PATCH_0170,2,0.480014,0.675669,false,true,false,false,true
S18C_CON_00903,S18A_PATCH_0091,S18A_PATCH_0175,3,0.506783,0.663666,false,true,false,false,true
S18C_CON_00904,S18A_PATCH_0091,S18A_PATCH_0048,4,0.527352,0.654728,true,true,false,false,true
S18C_CON_00905,S18A_PATCH_0091,S18A_PATCH_0182,5,0.554726,0.6432,false,true,false,false,true
S18C_CON_00906,S18A_PATCH_0091,S18A_PATCH_0194,6,0.563094,0.639757,false,true,false,false,true
S18C_CON_00907,S18A_PATCH_0091,S18A_PATCH_0183,7,0.755434,0.56966,false,true,false,false,true
S18C_CON_00908,S18A_PATCH_0091,S18A_PATCH_0082,8,0.797173,0.556429,true,true,false,false,true
S18C_CON_00909,S18A_PATCH_0091,S18A_PATCH_0076,9,0.842733,0.542672,true,true,false,false,true
S18C_CON_00910,S18A_PATCH_0091,S18A_PATCH_0100,10,0.84571,0.541797,true,true,false,false,true
S18C_CON_00911,S18A_PATCH_0092,S18A_PATCH_0032,1,0.385906,0.72155,true,true,false,false,true
S18C_CON_00912,S18A_PATCH_0092,S18A_PATCH_0025,2,0.390599,0.719114,true,true,false,false,true
S18C_CON_00913,S18A_PATCH_0092,S18A_PATCH_0018,3,0.586372,0.630369,true,true,false,false,true
S18C_CON_00914,S18A_PATCH_0092,S18A_PATCH_0030,4,0.594036,0.627339,true,true,false,false,true
S18C_CON_00915,S18A_PATCH_0092,S18A_PATCH_0031,5,0.614824,0.619263,true,true,false,false,true
S18C_CON_00916,S18A_PATCH_0092,S18A_PATCH_0014,6,0.62436,0.615627,true,true,false,false,true
S18C_CON_00917,S18A_PATCH_0092,S18A_PATCH_0013,7,0.669342,0.599038,true,true,false,false,true
S18C_CON_00918,S18A_PATCH_0092,S18A_PATCH_0019,8,0.674152,0.597317,true,true,false,false,true
S18C_CON_00919,S18A_PATCH_0092,S18A_PATCH_0037,9,0.700124,0.588192,true,true,false,false,true
S18C_CON_00920,S18A_PATCH_0092,S18A_PATCH_0034,10,0.736584,0.575843,true,true,false,false,true
S18C_CON_00921,S18A_PATCH_0093,S18A_PATCH_0064,1,1.016788,0.495838,true,true,false,false,true
S18C_CON_00922,S18A_PATCH_0093,S18A_PATCH_0069,2,1.083721,0.479911,true,true,false,false,true
S18C_CON_00923,S18A_PATCH_0093,S18A_PATCH_0056,3,1.092091,0.477991,true,true,false,false,true
S18C_CON_00924,S18A_PATCH_0093,S18A_PATCH_0066,4,1.096643,0.476953,true,true,false,false,true
S18C_CON_00925,S18A_PATCH_0093,S18A_PATCH_0085,5,1.164858,0.461924,true,true,false,false,true
S18C_CON_00926,S18A_PATCH_0093,S18A_PATCH_0011,6,1.624102,0.381083,true,true,false,false,true
S18C_CON_00927,S18A_PATCH_0093,S18A_PATCH_0023,7,1.820827,0.354506,true,true,false,false,true
S18C_CON_00928,S18A_PATCH_0093,S18A_PATCH_0098,8,1.860751,0.349559,true,true,false,false,true
S18C_CON_00929,S18A_PATCH_0093,S18A_PATCH_0045,9,1.911166,0.343505,true,true,false,false,true
S18C_CON_00930,S18A_PATCH_0093,S18A_PATCH_0097,10,1.92052,0.342405,true,true,false,false,true
S18C_CON_00931,S18A_PATCH_0094,S18A_PATCH_0059,1,0.389293,0.71979,true,true,false,false,true
S18C_CON_00932,S18A_PATCH_0094,S18A_PATCH_0019,2,0.566198,0.638489,true,true,false,false,true
S18C_CON_00933,S18A_PATCH_0094,S18A_PATCH_0014,3,0.580234,0.632818,true,true,false,false,true
S18C_CON_00934,S18A_PATCH_0094,S18A_PATCH_0024,4,0.599399,0.625235,true,true,false,false,true
S18C_CON_00935,S18A_PATCH_0094,S18A_PATCH_0035,5,0.629331,0.613749,true,true,false,false,true
S18C_CON_00936,S18A_PATCH_0094,S18A_PATCH_0096,6,0.647392,0.60702,true,true,false,false,true
S18C_CON_00937,S18A_PATCH_0094,S18A_PATCH_0006,7,0.648859,0.60648,true,true,false,false,true
S18C_CON_00938,S18A_PATCH_0094,S18A_PATCH_0004,8,0.77249,0.564178,true,true,false,false,true
S18C_CON_00939,S18A_PATCH_0094,S18A_PATCH_0086,9,0.796036,0.556782,true,true,false,false,true
S18C_CON_00940,S18A_PATCH_0094,S18A_PATCH_0032,10,0.839729,0.543558,true,true,false,false,true
S18C_CON_00941,S18A_PATCH_0095,S18A_PATCH_0068,1,0.658913,0.602804,true,true,false,false,true
S18C_CON_00942,S18A_PATCH_0095,S18A_PATCH_0050,2,0.725312,0.579605,true,true,false,false,true
S18C_CON_00943,S18A_PATCH_0095,S18A_PATCH_0086,3,0.839349,0.543671,true,true,false,false,true
S18C_CON_00944,S18A_PATCH_0095,S18A_PATCH_0051,4,1.1237,0.470876,true,true,false,false,true
S18C_CON_00945,S18A_PATCH_0095,S18A_PATCH_0079,5,1.161504,0.462641,true,true,false,false,true
S18C_CON_00946,S18A_PATCH_0095,S18A_PATCH_0017,6,1.32282,0.430511,true,true,false,false,true
S18C_CON_00947,S18A_PATCH_0095,S18A_PATCH_0096,7,1.420812,0.413085,true,true,false,false,true
S18C_CON_00948,S18A_PATCH_0095,S18A_PATCH_0084,8,1.429688,0.411575,true,true,false,false,true
S18C_CON_00949,S18A_PATCH_0095,S18A_PATCH_0083,9,1.441033,0.409663,true,true,false,false,true
S18C_CON_00950,S18A_PATCH_0095,S18A_PATCH_0094,10,1.460781,0.406375,true,true,false,false,true
S18C_CON_00951,S18A_PATCH_0096,S18A_PATCH_0006,1,0.213902,0.82379,true,true,false,false,true
S18C_CON_00952,S18A_PATCH_0096,S18A_PATCH_0019,2,0.403499,0.712505,true,true,false,false,true
S18C_CON_00953,S18A_PATCH_0096,S18A_PATCH_0084,3,0.521861,0.65709,true,true,false,false,true
S18C_CON_00954,S18A_PATCH_0096,S18A_PATCH_0014,4,0.577654,0.633853,true,true,false,false,true
S18C_CON_00955,S18A_PATCH_0096,S18A_PATCH_0034,5,0.629503,0.613684,true,true,false,false,true
S18C_CON_00956,S18A_PATCH_0096,S18A_PATCH_0094,6,0.647392,0.60702,true,true,false,false,true
S18C_CON_00957,S18A_PATCH_0096,S18A_PATCH_0018,7,0.688141,0.592367,true,true,false,false,true
S18C_CON_00958,S18A_PATCH_0096,S18A_PATCH_0031,8,0.70484,0.586565,true,true,false,false,true
S18C_CON_00959,S18A_PATCH_0096,S18A_PATCH_0024,9,0.717368,0.582286,true,true,false,false,true
S18C_CON_00960,S18A_PATCH_0096,S18A_PATCH_0025,10,0.721827,0.580778,true,true,false,false,true
S18C_CON_00961,S18A_PATCH_0097,S18A_PATCH_0029,1,0.251321,0.799156,true,true,false,false,true
S18C_CON_00962,S18A_PATCH_0097,S18A_PATCH_0011,2,0.375007,0.727269,true,true,false,false,true
S18C_CON_00963,S18A_PATCH_0097,S18A_PATCH_0023,3,0.493899,0.669389,true,true,false,false,true
S18C_CON_00964,S18A_PATCH_0097,S18A_PATCH_0028,4,0.533215,0.652224,true,true,false,false,true
S18C_CON_00965,S18A_PATCH_0097,S18A_PATCH_0007,5,0.639654,0.609885,true,true,false,false,true
S18C_CON_00966,S18A_PATCH_0097,S18A_PATCH_0009,6,0.715823,0.582811,true,true,false,false,true
S18C_CON_00967,S18A_PATCH_0097,S18A_PATCH_0063,7,0.806077,0.553686,true,true,false,false,true
S18C_CON_00968,S18A_PATCH_0097,S18A_PATCH_0016,8,0.852207,0.539896,true,true,false,false,true
S18C_CON_00969,S18A_PATCH_0097,S18A_PATCH_0026,9,0.869201,0.534988,true,true,false,false,true
S18C_CON_00970,S18A_PATCH_0097,S18A_PATCH_0067,10,0.885493,0.530365,true,true,false,false,true
S18C_CON_00971,S18A_PATCH_0098,S18A_PATCH_0078,1,0.737032,0.575695,true,true,false,false,true
S18C_CON_00972,S18A_PATCH_0098,S18A_PATCH_0080,2,0.869767,0.534826,true,true,false,false,true
S18C_CON_00973,S18A_PATCH_0098,S18A_PATCH_0045,3,0.941501,0.515066,true,true,false,false,true
S18C_CON_00974,S18A_PATCH_0098,S18A_PATCH_0064,4,1.094063,0.477541,true,true,false,false,true
S18C_CON_00975,S18A_PATCH_0098,S18A_PATCH_0065,5,1.116841,0.472402,true,true,false,false,true
S18C_CON_00976,S18A_PATCH_0098,S18A_PATCH_0069,6,1.181829,0.458331,true,true,false,false,true
S18C_CON_00977,S18A_PATCH_0098,S18A_PATCH_0010,7,1.320335,0.430972,true,true,false,false,true
S18C_CON_00978,S18A_PATCH_0098,S18A_PATCH_0054,8,1.396809,0.417221,true,true,false,false,true
S18C_CON_00979,S18A_PATCH_0098,S18A_PATCH_0020,9,1.407731,0.415329,true,true,false,false,true
S18C_CON_00980,S18A_PATCH_0098,S18A_PATCH_0011,10,1.416852,0.413761,true,true,false,false,true
S18C_CON_00981,S18A_PATCH_0099,S18A_PATCH_0054,1,0.625951,0.615025,true,true,false,false,true
S18C_CON_00982,S18A_PATCH_0099,S18A_PATCH_0002,2,0.722585,0.580523,true,true,false,false,true
S18C_CON_00983,S18A_PATCH_0099,S18A_PATCH_0043,3,0.750942,0.571121,true,true,false,false,true
S18C_CON_00984,S18A_PATCH_0099,S18A_PATCH_0010,4,0.781143,0.561437,true,true,false,false,true
S18C_CON_00985,S18A_PATCH_0099,S18A_PATCH_0071,5,0.808691,0.552886,true,true,false,false,true
S18C_CON_00986,S18A_PATCH_0099,S18A_PATCH_0062,6,0.952518,0.512159,true,true,false,false,true
S18C_CON_00987,S18A_PATCH_0099,S18A_PATCH_0049,7,0.996273,0.500933,true,true,false,false,true
S18C_CON_00988,S18A_PATCH_0099,S18A_PATCH_0060,8,1.011586,0.49712,true,true,false,false,true
S18C_CON_00989,S18A_PATCH_0099,S18A_PATCH_0080,9,1.038784,0.490488,true,true,false,false,true
S18C_CON_00990,S18A_PATCH_0099,S18A_PATCH_0052,10,1.047568,0.488384,true,true,false,false,true
S18C_CON_00991,S18A_PATCH_0100,S18A_PATCH_0176,1,0.392706,0.718027,false,true,false,false,true
S18C_CON_00992,S18A_PATCH_0100,S18A_PATCH_0175,2,0.526873,0.654933,false,true,false,false,true
S18C_CON_00993,S18A_PATCH_0100,S18A_PATCH_0088,3,0.562127,0.640153,true,true,false,false,true
S18C_CON_00994,S18A_PATCH_0100,S18A_PATCH_0170,4,0.627826,0.614316,false,true,false,false,true
S18C_CON_00995,S18A_PATCH_0100,S18A_PATCH_0182,5,0.693767,0.5904,false,true,false,false,true
S18C_CON_00996,S18A_PATCH_0100,S18A_PATCH_0048,6,0.810488,0.552337,true,true,false,false,true
S18C_CON_00997,S18A_PATCH_0100,S18A_PATCH_0091,7,0.84571,0.541797,true,true,false,false,true
S18C_CON_00998,S18A_PATCH_0100,S18A_PATCH_0194,8,0.856995,0.538504,false,true,false,false,true
