provenance_trace_id,candidate_patch_id,event_id,object_type,feature_or_delta_name,source_scene_or_item_id,source_artifact_manifest_id,artifact_path,sha256,source_role,sensor_or_dataset,temporal_role,processing_chain,replay_status,review_only,trainable,ground_truth
S17C22_PROV_0051,S17C6_CANARY_REC_00003,REC_2022_05_24_30,post_event_sensor_observation,B08_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0003_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,6128a73a45cdcc269a944c0fc9df46d83d931c62b1125d587e109c2f40d91213,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0052,S17C6_CANARY_REC_00003,REC_2022_05_24_30,post_event_sensor_observation,B11_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0003_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,6128a73a45cdcc269a944c0fc9df46d83d931c62b1125d587e109c2f40d91213,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0053,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,B03_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0054,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,B04_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0055,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,B08_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0056,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,B11_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0057,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,B03_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0058,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,B04_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0059,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,B08_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0060,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,B11_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0061,S17C6_CANARY_REC_00001,REC_2022_05_24_30,post_event_sensor_observation,NDVI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0001_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,0feaca262642af2ebcc26074f5ccf800f990d2c9254a8345869ae2cb4454c341,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0062,S17C6_CANARY_REC_00001,REC_2022_05_24_30,post_event_sensor_observation,NDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0001_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,0feaca262642af2ebcc26074f5ccf800f990d2c9254a8345869ae2cb4454c341,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0063,S17C6_CANARY_REC_00001,REC_2022_05_24_30,post_event_sensor_observation,MNDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0001_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,0feaca262642af2ebcc26074f5ccf800f990d2c9254a8345869ae2cb4454c341,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0064,S17C6_CANARY_REC_00001,REC_2022_05_24_30,post_event_sensor_observation,NDBI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0001_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,0feaca262642af2ebcc26074f5ccf800f990d2c9254a8345869ae2cb4454c341,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0065,S17C6_CANARY_REC_00002,REC_2022_05_24_30,post_event_sensor_observation,NDVI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0002_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,11701b686a96a0bd6e6039534a83dcd19cdadbbce811e036b119719d24ad254d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0066,S17C6_CANARY_REC_00002,REC_2022_05_24_30,post_event_sensor_observation,NDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0002_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,11701b686a96a0bd6e6039534a83dcd19cdadbbce811e036b119719d24ad254d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0067,S17C6_CANARY_REC_00002,REC_2022_05_24_30,post_event_sensor_observation,MNDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0002_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,11701b686a96a0bd6e6039534a83dcd19cdadbbce811e036b119719d24ad254d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0068,S17C6_CANARY_REC_00002,REC_2022_05_24_30,post_event_sensor_observation,NDBI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0002_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,11701b686a96a0bd6e6039534a83dcd19cdadbbce811e036b119719d24ad254d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0069,S17C6_CANARY_REC_00003,REC_2022_05_24_30,post_event_sensor_observation,NDVI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0003_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,6128a73a45cdcc269a944c0fc9df46d83d931c62b1125d587e109c2f40d91213,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0070,S17C6_CANARY_REC_00003,REC_2022_05_24_30,post_event_sensor_observation,NDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0003_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,6128a73a45cdcc269a944c0fc9df46d83d931c62b1125d587e109c2f40d91213,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0071,S17C6_CANARY_REC_00003,REC_2022_05_24_30,post_event_sensor_observation,MNDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0003_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,6128a73a45cdcc269a944c0fc9df46d83d931c62b1125d587e109c2f40d91213,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0072,S17C6_CANARY_REC_00003,REC_2022_05_24_30,post_event_sensor_observation,NDBI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0003_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,6128a73a45cdcc269a944c0fc9df46d83d931c62b1125d587e109c2f40d91213,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0073,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,NDVI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0074,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,NDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0075,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,MNDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0076,S17C6_CANARY_REC_00004,REC_2022_05_24_30,post_event_sensor_observation,NDBI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0004_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,111f7285d873ba598365aaf35c053811050ddfc08be4e6e189bfaaf1f0218312,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0077,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,NDVI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0078,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,NDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0079,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,MNDWI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0080,S17C6_CANARY_REC_00005,REC_2022_05_24_30,post_event_sensor_observation,NDBI_mean,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C21_POSTMANIFEST_0005_A,outputs_public/suscetibilidade/susc_17c21_post_event_light_artifacts,1bf66ba4ff5182b2cd809a3a8f0081cfd5ea3850e446a5a6b43d19327bfe470d,materialization_fallback,SENTINEL-2,post_event,17c21_cog_window_read->band_index_stats,true,true,false,false
S17C22_PROV_0081,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,B03_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0082,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,B04_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0083,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,B08_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0084,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,B11_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0085,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,NDVI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0086,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,NDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0087,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,MNDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0088,S17C6_CANARY_REC_00001,REC_2022_05_24_30,pre_post_observational_delta,NDBI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0001_A|S17C21_POSTMANIFEST_0001_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0089,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,B03_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0090,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,B04_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0091,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,B08_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0092,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,B11_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0093,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,NDVI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0094,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,NDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0095,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,MNDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0096,S17C6_CANARY_REC_00002,REC_2022_05_24_30,pre_post_observational_delta,NDBI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0002_A|S17C21_POSTMANIFEST_0002_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0097,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,B03_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0098,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,B04_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0099,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,B08_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0100,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,B11_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0101,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,NDVI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0102,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,NDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0103,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,MNDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0104,S17C6_CANARY_REC_00003,REC_2022_05_24_30,pre_post_observational_delta,NDBI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0003_A|S17C21_POSTMANIFEST_0003_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0105,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,B03_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
