scene_index_stat_id,candidate_patch_id,scene_or_item_id,scene_date,index_name,stat_name,stat_value,cloud_cover,source_artifact_manifest_id,feature_value_real,pre_event_only,review_only,trainable,ground_truth
S17C24_SINDEX_0109,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDVI,mean,0.108950,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0110,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDVI,min,-0.394305,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0111,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDVI,max,0.689786,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0112,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDWI,mean,-0.080286,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0113,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDWI,min,-0.578871,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0114,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDWI,max,0.186525,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0115,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,MNDWI,mean,0.086020,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0116,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,MNDWI,min,-0.627119,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0117,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,MNDWI,max,0.467235,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0118,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDBI,mean,-0.166543,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0119,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDBI,min,-0.570165,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0120,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDBI,max,0.378333,60.5460,S17C24_MANIFEST_0010_A,true,true,true,false,false
S17C24_SINDEX_0121,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDVI,mean,0.063209,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0122,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDVI,min,-0.097320,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0123,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDVI,max,0.313715,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0124,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDWI,mean,-0.031979,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0125,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDWI,min,-0.193950,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0126,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDWI,max,0.039834,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0127,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,MNDWI,mean,0.121549,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0128,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,MNDWI,min,-0.153718,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0129,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,MNDWI,max,0.324470,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0130,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDBI,mean,-0.152921,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0131,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDBI,min,-0.382173,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0132,S17C6_CANARY_REC_00004,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDBI,max,0.053774,75.0099,S17C24_MANIFEST_0011_A,true,true,true,false,false
S17C24_SINDEX_0133,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDVI,mean,0.220175,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0134,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDVI,min,-0.192783,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0135,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDVI,max,0.742222,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0136,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDWI,mean,-0.185082,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0137,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDWI,min,-0.653311,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0138,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDWI,max,0.179606,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0139,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,MNDWI,mean,-0.127068,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0140,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,MNDWI,min,-0.564298,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0141,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,MNDWI,max,0.356744,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0142,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDBI,mean,-0.061290,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0143,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDBI,min,-0.470962,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0144,S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDBI,max,0.369871,79.7725,S17C24_MANIFEST_0012_A,true,true,true,false,false
S17C24_SINDEX_0145,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDVI,mean,0.313360,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0146,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDVI,min,-0.085663,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0147,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDVI,max,0.860099,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0148,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDWI,mean,-0.282269,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0149,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDWI,min,-0.744090,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0150,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDWI,max,0.085284,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0151,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,MNDWI,mean,-0.192382,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0152,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,MNDWI,min,-0.684860,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0153,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,MNDWI,max,0.349516,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0154,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDBI,mean,-0.102885,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0155,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDBI,min,-0.487557,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0156,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE,2022-04-27,NDBI,max,0.494955,60.5460,S17C24_MANIFEST_0013_A,true,true,true,false,false
S17C24_SINDEX_0157,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDVI,mean,0.095822,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0158,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDVI,min,-0.067358,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0159,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDVI,max,0.457010,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0160,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDWI,mean,-0.059337,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0161,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDWI,min,-0.378151,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0162,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDWI,max,0.027633,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0163,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,MNDWI,mean,0.072634,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0164,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,MNDWI,min,-0.290735,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0165,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,MNDWI,max,0.270012,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0166,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDBI,mean,-0.131565,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0167,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDBI,min,-0.298976,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0168,S17C6_CANARY_REC_00005,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,NDBI,max,0.061689,75.0099,S17C24_MANIFEST_0014_A,true,true,true,false,false
S17C24_SINDEX_0169,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDVI,mean,0.159356,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0170,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDVI,min,-0.179547,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0171,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDVI,max,0.838133,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0172,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDWI,mean,-0.134906,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0173,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDWI,min,-0.729375,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0174,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDWI,max,0.079722,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0175,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,MNDWI,mean,-0.057075,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0176,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,MNDWI,min,-0.615347,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0177,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,MNDWI,max,0.336808,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0178,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDBI,mean,-0.081313,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0179,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDBI,min,-0.553936,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
S17C24_SINDEX_0180,S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,NDBI,max,0.453463,79.7725,S17C24_MANIFEST_0015_A,true,true,true,false,false
