matched_id,occurrence_id,input_status,resolution_action,output_status,name_similarity,neighborhood_match,score_gap,geometry_available,review_only
S14CMATCH_000050,S14AOCC_000050,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000051,S14AOCC_000051,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000052,S14AOCC_000052,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000053,S14AOCC_000053,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000054,S14AOCC_000054,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000055,S14AOCC_000055,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000056,S14AOCC_000056,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000057,S14AOCC_000057,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000058,S14AOCC_000058,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000059,S14AOCC_000059,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000060,S14AOCC_000060,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000061,S14AOCC_000061,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000062,S14AOCC_000062,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000063,S14AOCC_000063,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000064,S14AOCC_000064,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000065,S14AOCC_000065,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000066,S14AOCC_000066,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000067,S14AOCC_000067,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000068,S14AOCC_000068,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000069,S14AOCC_000069,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000070,S14AOCC_000070,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000071,S14AOCC_000071,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000072,S14AOCC_000072,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000073,S14AOCC_000073,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000074,S14AOCC_000074,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000075,S14AOCC_000075,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000076,S14AOCC_000076,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000077,S14AOCC_000077,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000078,S14AOCC_000078,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000079,S14AOCC_000079,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000080,S14AOCC_000080,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000081,S14AOCC_000081,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000082,S14AOCC_000082,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000083,S14AOCC_000083,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000084,S14AOCC_000084,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000085,S14AOCC_000085,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000086,S14AOCC_000086,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000087,S14AOCC_000087,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000088,S14AOCC_000088,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000089,S14AOCC_000089,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000090,S14AOCC_000090,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000091,S14AOCC_000091,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000092,S14AOCC_000092,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000093,S14AOCC_000093,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000094,S14AOCC_000094,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000095,S14AOCC_000095,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000096,S14AOCC_000096,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000097,S14AOCC_000097,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000098,S14AOCC_000098,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000099,S14AOCC_000099,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000100,S14AOCC_000100,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000101,S14AOCC_000101,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000102,S14AOCC_000102,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000103,S14AOCC_000103,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000104,S14AOCC_000104,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000105,S14AOCC_000105,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000106,S14AOCC_000106,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000107,S14AOCC_000107,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000108,S14AOCC_000108,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000109,S14AOCC_000109,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000110,S14AOCC_000110,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000111,S14AOCC_000111,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000112,S14AOCC_000112,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000113,S14AOCC_000113,blocked_ambiguous_address,kept_blocked,blocked_ambiguous_address,0.892,true,0.0,true,true
S14CMATCH_000114,S14AOCC_000114,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000115,S14AOCC_000115,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000116,S14AOCC_000116,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000117,S14AOCC_000117,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000118,S14AOCC_000118,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000119,S14AOCC_000119,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000120,S14AOCC_000120,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000121,S14AOCC_000121,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000122,S14AOCC_000122,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000123,S14AOCC_000123,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000124,S14AOCC_000124,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000125,S14AOCC_000125,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000126,S14AOCC_000126,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000127,S14AOCC_000127,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000128,S14AOCC_000128,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000129,S14AOCC_000129,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000130,S14AOCC_000130,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000131,S14AOCC_000131,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000132,S14AOCC_000132,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000133,S14AOCC_000133,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000134,S14AOCC_000134,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000135,S14AOCC_000135,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000136,S14AOCC_000136,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000137,S14AOCC_000137,blocked_no_official_reference,carried_forward,blocked_no_official_reference,0.0,false,0.0,false,true
S14CMATCH_000138,S14AOCC_000138,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000139,S14AOCC_000139,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000140,S14AOCC_000140,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000141,S14AOCC_000141,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000142,S14AOCC_000142,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000143,S14AOCC_000143,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000144,S14AOCC_000144,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000145,S14AOCC_000145,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000146,S14AOCC_000146,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000147,S14AOCC_000147,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000148,S14AOCC_000148,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000149,S14AOCC_000149,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000150,S14AOCC_000150,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000151,S14AOCC_000151,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000152,S14AOCC_000152,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000153,S14AOCC_000153,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000154,S14AOCC_000154,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000155,S14AOCC_000155,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000156,S14AOCC_000156,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000157,S14AOCC_000157,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000158,S14AOCC_000158,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000159,S14AOCC_000159,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000160,S14AOCC_000160,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000161,S14AOCC_000161,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000162,S14AOCC_000162,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000163,S14AOCC_000163,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000164,S14AOCC_000164,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000165,S14AOCC_000165,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000166,S14AOCC_000166,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000167,S14AOCC_000167,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000168,S14AOCC_000168,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000169,S14AOCC_000169,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000170,S14AOCC_000170,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000171,S14AOCC_000171,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000172,S14AOCC_000172,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000173,S14AOCC_000173,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000174,S14AOCC_000174,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000175,S14AOCC_000175,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000176,S14AOCC_000176,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000177,S14AOCC_000177,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000178,S14AOCC_000178,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000179,S14AOCC_000179,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000180,S14AOCC_000180,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000181,S14AOCC_000181,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000182,S14AOCC_000182,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000183,S14AOCC_000183,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000184,S14AOCC_000184,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000185,S14AOCC_000185,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000186,S14AOCC_000186,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000187,S14AOCC_000187,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000188,S14AOCC_000188,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000189,S14AOCC_000189,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000190,S14AOCC_000190,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000191,S14AOCC_000191,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000192,S14AOCC_000192,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000193,S14AOCC_000193,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000194,S14AOCC_000194,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000195,S14AOCC_000195,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000196,S14AOCC_000196,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000197,S14AOCC_000197,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000198,S14AOCC_000198,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000199,S14AOCC_000199,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000200,S14AOCC_000200,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000201,S14AOCC_000201,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000202,S14AOCC_000202,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000203,S14AOCC_000203,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000204,S14AOCC_000204,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000205,S14AOCC_000205,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000206,S14AOCC_000206,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000207,S14AOCC_000207,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000208,S14AOCC_000208,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000209,S14AOCC_000209,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000210,S14AOCC_000210,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000211,S14AOCC_000211,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000212,S14AOCC_000212,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000213,S14AOCC_000213,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000214,S14AOCC_000214,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000215,S14AOCC_000215,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000216,S14AOCC_000216,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000217,S14AOCC_000217,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000218,S14AOCC_000218,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000219,S14AOCC_000219,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000220,S14AOCC_000220,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000221,S14AOCC_000221,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000222,S14AOCC_000222,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000223,S14AOCC_000223,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000224,S14AOCC_000224,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
S14CMATCH_000225,S14AOCC_000225,official_neighborhood_only,carried_forward,official_neighborhood_only,0.5,true,0.5,false,true
