reference_feature_id,region,source_id,feature_type,name,normalized_name,neighborhood,normalized_neighborhood,geometry_type,lat,lon,bbox,wkt,geojson_ref,crs,source_confidence,parse_confidence,review_only
S14AFEAT_000368,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 167",rua cafarnaum,Jordão,jordao,point,-8.138517,-34.929411,-34.929411;-8.138517;-34.929411;-8.138517,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000369,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 03",rua cafarnaum,Jordão,jordao,point,-8.138507,-34.929466,-34.929466;-8.138507;-34.929466;-8.138507,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000370,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 167 B",rua cafarnaum b,Jordão,jordao,point,-8.138471,-34.929502,-34.929502;-8.138471;-34.929502;-8.138471,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000371,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº  205",rua cafarnaum,Jordão,jordao,point,-8.138471,-34.929502,-34.929502;-8.138471;-34.929502;-8.138471,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000372,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 207",rua cafarnaum,Jordão,jordao,point,-8.138453,-34.929511,-34.929511;-8.138453;-34.929511;-8.138453,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000373,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 68",rua cafarnaum,Jordão,jordao,point,-8.138381,-34.929519,-34.929519;-8.138381;-34.929519;-8.138381,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000374,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº  217",rua cafarnaum,Jordão,jordao,point,-8.138344,-34.929528,-34.929528;-8.138344;-34.929528;-8.138344,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000375,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 38",rua cafarnaum,Jordão,jordao,point,-8.137992,-34.929518,-34.929518;-8.137992;-34.929518;-8.137992,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000376,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 108",rua cafarnaum,Jordão,jordao,point,-8.137992,-34.929499,-34.929499;-8.137992;-34.929499;-8.137992,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000377,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 72",rua cafarnaum,Jordão,jordao,point,-8.138272,-34.929519,-34.929519;-8.138272;-34.929519;-8.138272,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000378,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 229",rua cafarnaum,Jordão,jordao,point,-8.138245,-34.92951,-34.92951;-8.138245;-34.92951;-8.138245,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000379,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 74",rua cafarnaum,Jordão,jordao,point,-8.138182,-34.929509,-34.929509;-8.138182;-34.929509;-8.138182,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000380,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 232",rua cafarnaum,Jordão,jordao,point,-8.138173,-34.929509,-34.929509;-8.138173;-34.929509;-8.138173,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000381,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 76",rua cafarnaum,Jordão,jordao,point,-8.138127,-34.929509,-34.929509;-8.138127;-34.929509;-8.138127,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000382,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 82",rua cafarnaum,Jordão,jordao,point,-8.138073,-34.929509,-34.929509;-8.138073;-34.929509;-8.138073,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000383,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 233",rua cafarnaum,Jordão,jordao,point,-8.138055,-34.929518,-34.929518;-8.138055;-34.929518;-8.138055,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000384,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 235",rua cafarnaum,Jordão,jordao,point,-8.138001,-34.929527,-34.929527;-8.138001;-34.929527;-8.138001,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000385,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 235 A",rua cafarnaum a,Jordão,jordao,point,-8.138001,-34.929527,-34.929527;-8.138001;-34.929527;-8.138001,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000386,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 235 B",rua cafarnaum b,Jordão,jordao,point,-8.138001,-34.929527,-34.929527;-8.138001;-34.929527;-8.138001,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000387,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 237",rua cafarnaum,Jordão,jordao,point,-8.137874,-34.929499,-34.929499;-8.137874;-34.929499;-8.137874,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000388,recife,S14AREF_0012,address_point,"Rua Cafarnaum, nº 110",rua cafarnaum,Jordão,jordao,point,-8.137856,-34.929517,-34.929517;-8.137856;-34.929517;-8.137856,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000389,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 104,rua de agosto,Jordão,jordao,point,-8.137956,-34.929372,-34.929372;-8.137956;-34.929372;-8.137956,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000390,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 102,rua de agosto,Jordão,jordao,point,-8.138056,-34.929309,-34.929309;-8.138056;-34.929309;-8.138056,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000391,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 102A,rua de agosto,Jordão,jordao,point,-8.138056,-34.929309,-34.929309;-8.138056;-34.929309;-8.138056,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000392,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 102 B,rua de agosto b,Jordão,jordao,point,-8.138056,-34.929309,-34.929309;-8.138056;-34.929309;-8.138056,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000393,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 101,rua de agosto,Jordão,jordao,point,-8.138092,-34.929264,-34.929264;-8.138092;-34.929264;-8.138092,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000394,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 04,rua de agosto,Jordão,jordao,point,-8.138129,-34.929246,-34.929246;-8.138129;-34.929246;-8.138129,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000395,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 104 A,rua de agosto a,Jordão,jordao,point,-8.138156,-34.929201,-34.929201;-8.138156;-34.929201;-8.138156,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000396,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 85,rua de agosto,Jordão,jordao,point,-8.138174,-34.929183,-34.929183;-8.138174;-34.929183;-8.138174,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000397,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº  93B,rua de agosto,Jordão,jordao,point,-8.138229,-34.92911,-34.92911;-8.138229;-34.92911;-8.138229,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000398,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 93,rua de agosto,Jordão,jordao,point,-8.138256,-34.929074,-34.929074;-8.138256;-34.929074;-8.138256,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000399,recife,S14AREF_0012,address_point,Rua 22 de Agosto nº 90,rua de agosto,Jordão,jordao,point,-8.138382,-34.929193,-34.929193;-8.138382;-34.929193;-8.138382,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
