reference_feature_id,region,source_id,feature_type,name,normalized_name,neighborhood,normalized_neighborhood,geometry_type,lat,lon,bbox,wkt,geojson_ref,crs,source_confidence,parse_confidence,review_only
S14AFEAT_000291,recife,S14AREF_0012,address_point,"Rua 4ª TRAV. IRAKITAN,Nº 520",rua trav irakitan,Jordão,jordao,point,-8.136756,-34.940381,-34.940381;-8.136756;-34.940381;-8.136756,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000292,recife,S14AREF_0012,address_point,"Rua 4ª TRAV. IRAKITAN,Nº 513",rua trav irakitan,Jordão,jordao,point,-8.136755,-34.940435,-34.940435;-8.136755;-34.940435;-8.136755,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000293,recife,S14AREF_0012,address_point,"Rua 4ª TRAV. IRAKITAN,Nº EM FRENTE A 539",rua trav irakitan em frente a,Jordão,jordao,point,-8.136847,-34.940263,-34.940263;-8.136847;-34.940263;-8.136847,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000294,recife,S14AREF_0012,address_point,"Rua 2ª TRAV. BONERGES PEREIRA,Nº 539 EM FRENTE",rua trav bonerges pereira em frente,Jordão,jordao,point,-8.136329,-34.940751,-34.940751;-8.136329;-34.940751;-8.136329,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000295,recife,S14AREF_0012,address_point,"Rua 2ª TRAV. BONERGES PEREIRA,Nº 539",rua trav bonerges pereira,Jordão,jordao,point,-8.136347,-34.940805,-34.940805;-8.136347;-34.940805;-8.136347,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000296,recife,S14AREF_0012,address_point,"Rua 2ª TRAV. BONERGES PEREIRA,Nº 539 457",rua trav bonerges pereira,Jordão,jordao,point,-8.136356,-34.940814,-34.940814;-8.136356;-34.940814;-8.136356,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000297,recife,S14AREF_0012,address_point,"Rua 2ª TRAV. BONERGES PEREIRA,Nº 539 541",rua trav bonerges pereira,Jordão,jordao,point,-8.136374,-34.940869,-34.940869;-8.136374;-34.940869;-8.136374,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000298,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 685 AB",avenida dona carentina ab,Jordão,jordao,point,-8.135425,-34.938904,-34.938904;-8.135425;-34.938904;-8.135425,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000299,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 686",avenida dona carentina,Jordão,jordao,point,-8.135479,-34.938914,-34.938914;-8.135479;-34.938914;-8.135479,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000300,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 687",avenida dona carentina,Jordão,jordao,point,-8.135506,-34.938887,-34.938887;-8.135506;-34.938887;-8.135506,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000301,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 688",avenida dona carentina,Jordão,jordao,point,-8.135651,-34.938887,-34.938887;-8.135651;-34.938887;-8.135651,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000302,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 689",avenida dona carentina,Jordão,jordao,point,-8.135579,-34.938896,-34.938896;-8.135579;-34.938896;-8.135579,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000303,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 683",avenida dona carentina,Jordão,jordao,point,-8.134756,-34.938901,-34.938901;-8.134756;-34.938901;-8.134756,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000304,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, S/N",trav dona carentina s n,Jordão,jordao,point,-8.135723,-34.938997,-34.938997;-8.135723;-34.938997;-8.135723,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000305,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 681",trav dona carentina,Jordão,jordao,point,-8.13584,-34.939015,-34.939015;-8.13584;-34.939015;-8.13584,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000306,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.135913,-34.939007,-34.939007;-8.135913;-34.939007;-8.135913,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000307,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 681A",trav dona carentina,Jordão,jordao,point,-8.135994,-34.939007,-34.939007;-8.135994;-34.939007;-8.135994,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000308,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 687",trav dona carentina,Jordão,jordao,point,-8.136093,-34.938998,-34.938998;-8.136093;-34.938998;-8.136093,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000309,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 691",trav dona carentina,Jordão,jordao,point,-8.136148,-34.939017,-34.939017;-8.136148;-34.939017;-8.136148,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000310,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 695B",trav dona carentina,Jordão,jordao,point,-8.136193,-34.939044,-34.939044;-8.136193;-34.939044;-8.136193,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000311,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 692",trav dona carentina,Jordão,jordao,point,-8.136292,-34.939108,-34.939108;-8.136292;-34.939108;-8.136292,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000312,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136328,-34.939,-34.939;-8.136328;-34.939;-8.136328,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000313,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 697",trav dona carentina,Jordão,jordao,point,-8.136374,-34.939018,-34.939018;-8.136374;-34.939018;-8.136374,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000314,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136356,-34.938963,-34.938963;-8.136356;-34.938963;-8.136356,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000315,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 701",trav dona carentina,Jordão,jordao,point,-8.136374,-34.938954,-34.938954;-8.136374;-34.938954;-8.136374,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000316,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136383,-34.938936,-34.938936;-8.136383;-34.938936;-8.136383,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000317,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 705",trav dona carentina,Jordão,jordao,point,-8.136483,-34.938873,-34.938873;-8.136483;-34.938873;-8.136483,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000318,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 705A",trav dona carentina,Jordão,jordao,point,-8.136438,-34.938764,-34.938764;-8.136438;-34.938764;-8.136438,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000319,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 710",trav dona carentina,Jordão,jordao,point,-8.13651,-34.938765,-34.938765;-8.13651;-34.938765;-8.13651,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000320,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136402,-34.938764,-34.938764;-8.136402;-34.938764;-8.136402,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000321,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 60",trav dona carentina,Jordão,jordao,point,-8.136348,-34.938764,-34.938764;-8.136348;-34.938764;-8.136348,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000322,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 70",trav dona carentina,Jordão,jordao,point,-8.136275,-34.938772,-34.938772;-8.136275;-34.938772;-8.136275,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000323,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136221,-34.93879,-34.93879;-8.136221;-34.93879;-8.136221,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000324,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 23",trav dona carentina,Jordão,jordao,point,-8.135559,-34.939232,-34.939232;-8.135559;-34.939232;-8.135559,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000325,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 25",trav dona carentina,Jordão,jordao,point,-8.135487,-34.939213,-34.939213;-8.135487;-34.939213;-8.135487,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000326,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 20B",trav dona carentina,Jordão,jordao,point,-8.135469,-34.939159,-34.939159;-8.135469;-34.939159;-8.135469,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000327,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 350",trav dona carentina,Jordão,jordao,point,-8.135424,-34.939122,-34.939122;-8.135424;-34.939122;-8.135424,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000328,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 201",trav dona carentina,Jordão,jordao,point,-8.135406,-34.939113,-34.939113;-8.135406;-34.939113;-8.135406,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000329,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 06",trav dona carentina,Jordão,jordao,point,-8.135334,-34.939004,-34.939004;-8.135334;-34.939004;-8.135334,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000330,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 02",trav dona carentina,Jordão,jordao,point,-8.13528,-34.938931,-34.938931;-8.13528;-34.938931;-8.13528,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000331,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 8A",trav dona carentina,Jordão,jordao,point,-8.135235,-34.938913,-34.938913;-8.135235;-34.938913;-8.135235,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000332,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 8F",trav dona carentina,Jordão,jordao,point,-8.135199,-34.938822,-34.938822;-8.135199;-34.938822;-8.135199,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000333,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 685 AB",avenida dona carentina ab,Jordão,jordao,point,-8.135425,-34.938904,-34.938904;-8.135425;-34.938904;-8.135425,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000334,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 686",avenida dona carentina,Jordão,jordao,point,-8.135479,-34.938914,-34.938914;-8.135479;-34.938914;-8.135479,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000335,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 687",avenida dona carentina,Jordão,jordao,point,-8.135506,-34.938887,-34.938887;-8.135506;-34.938887;-8.135506,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000336,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 688",avenida dona carentina,Jordão,jordao,point,-8.135651,-34.938887,-34.938887;-8.135651;-34.938887;-8.135651,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000337,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 689",avenida dona carentina,Jordão,jordao,point,-8.135579,-34.938896,-34.938896;-8.135579;-34.938896;-8.135579,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000338,recife,S14AREF_0012,address_point,"AV. DONA CARENTINA, Nº 683",avenida dona carentina,Jordão,jordao,point,-8.134756,-34.938901,-34.938901;-8.134756;-34.938901;-8.134756,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000339,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, S/N",trav dona carentina s n,Jordão,jordao,point,-8.135723,-34.938997,-34.938997;-8.135723;-34.938997;-8.135723,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000340,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 681",trav dona carentina,Jordão,jordao,point,-8.13584,-34.939015,-34.939015;-8.13584;-34.939015;-8.13584,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000341,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.135913,-34.939007,-34.939007;-8.135913;-34.939007;-8.135913,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000342,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 681A",trav dona carentina,Jordão,jordao,point,-8.135994,-34.939007,-34.939007;-8.135994;-34.939007;-8.135994,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000343,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 687",trav dona carentina,Jordão,jordao,point,-8.136093,-34.938998,-34.938998;-8.136093;-34.938998;-8.136093,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000344,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 691",trav dona carentina,Jordão,jordao,point,-8.136148,-34.939017,-34.939017;-8.136148;-34.939017;-8.136148,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000345,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 695B",trav dona carentina,Jordão,jordao,point,-8.136193,-34.939044,-34.939044;-8.136193;-34.939044;-8.136193,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000346,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 692",trav dona carentina,Jordão,jordao,point,-8.136292,-34.939108,-34.939108;-8.136292;-34.939108;-8.136292,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000347,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136328,-34.939,-34.939;-8.136328;-34.939;-8.136328,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000348,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 697",trav dona carentina,Jordão,jordao,point,-8.136374,-34.939018,-34.939018;-8.136374;-34.939018;-8.136374,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000349,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136356,-34.938963,-34.938963;-8.136356;-34.938963;-8.136356,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000350,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 701",trav dona carentina,Jordão,jordao,point,-8.136374,-34.938954,-34.938954;-8.136374;-34.938954;-8.136374,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000351,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136383,-34.938936,-34.938936;-8.136383;-34.938936;-8.136383,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000352,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 705",trav dona carentina,Jordão,jordao,point,-8.136483,-34.938873,-34.938873;-8.136483;-34.938873;-8.136483,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000353,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 705A",trav dona carentina,Jordão,jordao,point,-8.136438,-34.938764,-34.938764;-8.136438;-34.938764;-8.136438,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000354,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 710",trav dona carentina,Jordão,jordao,point,-8.13651,-34.938765,-34.938765;-8.13651;-34.938765;-8.13651,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000355,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136402,-34.938764,-34.938764;-8.136402;-34.938764;-8.136402,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000356,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 60",trav dona carentina,Jordão,jordao,point,-8.136348,-34.938764,-34.938764;-8.136348;-34.938764;-8.136348,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000357,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 70",trav dona carentina,Jordão,jordao,point,-8.136275,-34.938772,-34.938772;-8.136275;-34.938772;-8.136275,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000358,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº S/N",trav dona carentina s n,Jordão,jordao,point,-8.136221,-34.93879,-34.93879;-8.136221;-34.93879;-8.136221,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000359,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 23",trav dona carentina,Jordão,jordao,point,-8.135559,-34.939232,-34.939232;-8.135559;-34.939232;-8.135559,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000360,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 25",trav dona carentina,Jordão,jordao,point,-8.135487,-34.939213,-34.939213;-8.135487;-34.939213;-8.135487,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000361,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 20B",trav dona carentina,Jordão,jordao,point,-8.135469,-34.939159,-34.939159;-8.135469;-34.939159;-8.135469,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000362,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 350",trav dona carentina,Jordão,jordao,point,-8.135424,-34.939122,-34.939122;-8.135424;-34.939122;-8.135424,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000363,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 201",trav dona carentina,Jordão,jordao,point,-8.135406,-34.939113,-34.939113;-8.135406;-34.939113;-8.135406,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000364,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 06",trav dona carentina,Jordão,jordao,point,-8.135334,-34.939004,-34.939004;-8.135334;-34.939004;-8.135334,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000365,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 02",trav dona carentina,Jordão,jordao,point,-8.13528,-34.938931,-34.938931;-8.13528;-34.938931;-8.13528,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000366,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 8A",trav dona carentina,Jordão,jordao,point,-8.135235,-34.938913,-34.938913;-8.135235;-34.938913;-8.135235,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000367,recife,S14AREF_0012,address_point,"2ª TRAV. DONA CARENTINA, Nº 8F",trav dona carentina,Jordão,jordao,point,-8.135199,-34.938822,-34.938822;-8.135199;-34.938822;-8.135199,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
