event_id,source_lineage,region,municipality,event_type,event_date,event_period_start,event_period_end,source_institution,source_title,source_url,local_file_path,evidence_level,georeferencing_status,geometry_type,lat,lon,bbox,wkt,geojson_ref,crs,spatial_precision,temporal_precision,is_observed_event,source_confidence,geocoding_confidence,priority_rank,duplicate_group_id,duplicate_candidate,preferred_record,requires_manual_review,can_be_ground_truth,can_be_used_as_ground_truth,allowed_for_training,review_only,consolidation_notes
SUSC14A_00052,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, +?""]",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00053,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, /@9=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00054,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #^>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00055,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ^[{",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00056,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, %$<!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00057,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00058,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00059,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00060,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, .[?",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00061,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ""#*9",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00062,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #""#~",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00063,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00064,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00065,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00066,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, 9<-%",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00067,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, `=-[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00068,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00069,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00070,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #_|/",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00071,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, +?""]",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00072,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, /@9=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00073,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #^>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00074,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ^[{",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00075,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, %$<!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00076,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00077,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, >#'\",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00078,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00079,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, .[?",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00080,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ""#*9",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00081,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #""#~",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00082,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00083,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00084,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00085,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, 9<-%",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00086,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00087,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, `=-[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00088,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, >#'\",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00089,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00090,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00091,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00092,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00093,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, .[?",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00094,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ""#*9",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00095,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #""#~",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00096,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00097,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00098,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00099,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, 9<-%",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00100,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00101,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, `=-[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00102,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, >#'\",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00103,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #_|/",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00104,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, +?""]",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00105,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, /@9=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00106,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #^>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00107,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ^[{",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00108,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, %$<!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00109,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00110,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00111,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, .[?",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
