event_id,source_lineage,region,municipality,event_type,event_date,event_period_start,event_period_end,source_institution,source_title,source_url,local_file_path,evidence_level,georeferencing_status,geometry_type,lat,lon,bbox,wkt,geojson_ref,crs,spatial_precision,temporal_precision,is_observed_event,source_confidence,geocoding_confidence,priority_rank,duplicate_group_id,duplicate_candidate,preferred_record,requires_manual_review,can_be_ground_truth,can_be_used_as_ground_truth,allowed_for_training,review_only,consolidation_notes
SUSC14A_00112,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ""#*9",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00113,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #""#~",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00114,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00115,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00116,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00117,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, 9<-%",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00118,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, `=-[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00119,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00120,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00121,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #_|/",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00122,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | DRua Jose Maria de Melo, +?""]",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00123,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | DRua Jose Maria de Melo, /@9=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00124,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | DRua Jose Maria de Melo, #^>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00125,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | DRua Jose Maria de Melo, ^[{",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00126,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | DRua Jose Maria de Melo, %$<!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00127,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00128,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, >#'\",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00129,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00130,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00131,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00132,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | DRua Jose Maria de Melo, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00133,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, .[?",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00134,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ""#*9",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00135,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #""#~",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00136,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00137,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00138,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00139,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, 9<-%",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00140,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, `=-[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00141,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, $!>=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00142,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00143,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #_|/",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00144,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, +?""]",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00145,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, /@9=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00146,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #^>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00147,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ^[{",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00148,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, %$<!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00149,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00150,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, >#'\",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00151,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, .[?",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00152,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ""#*9",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00153,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, #""#~",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00154,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00155,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00156,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00157,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, 9<-%",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00158,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, `=-[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00159,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Ecoporanga, ?_$.",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00160,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, #$[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00161,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, #_|/",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00162,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Doutor Jose Maria de Melo, +?""]",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00163,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Mimoso do Sul, /@9=",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00164,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Mimoso do Sul, #^>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00165,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, ^[{",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00166,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, %$<!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00167,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, @}>",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00168,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-10,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Alvorada do Sul, >#'\",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00007,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00169,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-17,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Santa Leopoldina, ~|}[",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00008,true,true,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00170,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-17,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Santa Leopoldina, {})!",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00008,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
SUSC14A_00171,susc_14a_geocoded,recife,Recife,urban_flooding,2017-05-17,,,Defesa Civil Recife (atendimentos),"Acoes de Porta-Porta Acoes de Porta-Porta Monitoramento Alagado | Rua Santa Leopoldina, .<^&",,,weak_official_neighborhood_context,official_neighborhood_only,text_only,,,,,,EPSG:4326,neighborhood,day,false,low,none,20,DUPG14A_00008,true,false,true,false,false,false,true,ocorrencia oficial geocodificada 14A; ref=; bairro=Ibura
