package_id,previous_promotion_decision,previous_blocking_reason,has_patch_overlay_before,has_patch_overlay_after,intersection_ratio,overlay_status,new_promotion_candidate_level,new_promotion_decision,new_allowed_use,remaining_blocking_reason,requires_human_review,can_create_operational_label
PKG_00923c8e1244,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0269a2b9f726,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0338ac4134d7,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_047ff94b1a0b,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_05693e800d62,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_05d3dbe025c9,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_063c1dabd825,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_063f729dbf62,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0701453e285d,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0aa8880dda1a,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0af5812f15f2,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0e2d76846e8c,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_0fa52072e1fb,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_11be4c187fc1,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_145eb3fab651,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1460ed4ec230,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_154672b49459,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_15f0c643994c,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1692cc688c66,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_17adfea84f6c,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_17ddcf9d68a8,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_18d4248ccb81,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_19fe51b0ab4a,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1ab215c982b8,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1adfeb8341cf,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1c1b74483d7d,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1e0e7806f6a2,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_1eb94e99f82d,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_201270f06e18,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_211d4edae446,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_21802fac69f4,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_23d1c7a04c96,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_243552f77d82,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_25c1e181dc86,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_2a20817ae5b6,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_2baafcac6c3c,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_2c6a0b5b1048,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_2ff4b75a7e4a,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_310ecd737d21,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_31f73943375c,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_33d5d55d77f9,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_34713b8aab96,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_367fe154c795,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_39fe1b6b7a0a,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_3ac37db2d5f4,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_3cec6e0af216,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_3d88216ae9d5,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_3e84b101c409,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_3f39dac09697,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_402ed25199a7,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_40a972ffbfc2,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_42eb53c957c2,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_48115fe3495e,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_4917b97d4933,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_4d2fd7d6ef10,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_4d686ee9068f,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_4f576d27625b,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_4ff44f3b9231,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_4fffbf655390,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_511371d61ac3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_549f88f70423,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_550a1ace1847,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_56f52ce72984,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_58058fdcac07,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_58db66e48e51,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_59d30414b03e,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_5a426d453651,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_5be142b15fc5,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_5c36d0610bd9,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_5dcab5f94bf3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_5fd13d859939,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_SECONDARY_EVALUATION_HOLD_FOR_OVERLAY,secondary_evaluation_candidate,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
PKG_60ecccc56190,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,NO_PATCH_EVENT_OVERLAY_GEOMETRY,false,false,0.000,BLOCKED_MISSING_PATCH_GEOMETRY,C3,C3_CANDIDATE_REFERENCE_HOLD_FOR_OVERLAY,candidate_reference,NO_PATCH_BOUNDARY_GEOMETRY_AVAILABLE,false,false
