risk_area_id,source_file,feature_index,geometry_type,crs,area_m2,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,attributes_summary,geometry_hash,allowed_use,blocking_reason,notes
V2BC_RISK_6d4d6c4ed6ce,raw/recife_defesa_civil_risk_areas_geojson.geojson,0,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95034853339757,-8.128689138812916,-34.95034853339757,-8.128689138812916,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 46; Latitude=-8.128689; Localidade=Lagoa Encantada; Longitude=-34.950349; Regional=Sul",fede0956ae53b271fbf74da1919a19e25de6704b2f8d7cf2ce2e5306b1e58745,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_c3d1e6d9fdc0,raw/recife_defesa_civil_risk_areas_geojson.geojson,1,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95066627369747,-8.128732816278323,-34.95066627369747,-8.128732816278323,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 76; Latitude=-8.128733; Localidade=Lagoa Encantada; Longitude=-34.950666; Regional=Sul",d8e2de22ec7db9a8cd223402c7275c94ea240faefcad8f61b566cb46585c7040,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_fd7ef1db45e5,raw/recife_defesa_civil_risk_areas_geojson.geojson,2,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95078399192161,-8.128687049182556,-34.95078399192161,-8.128687049182556,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 86; Latitude=-8.128687; Localidade=Lagoa Encantada; Longitude=-34.950784; Regional=Sul",d63f2cbef5f47e680ac40af4c6c252b9292a08b79de8584c402893014d1c5e89,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_08386c25c6f8,raw/recife_defesa_civil_risk_areas_geojson.geojson,3,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95047558583095,-8.128697569608192,-34.95047558583095,-8.128697569608192,"Bairro=Ibura; Descrição=Deslizamento; Endereço=Rua Doutor Cézar Montezuma, 56; Latitude=-8.128698; Localidade=Lagoa Encantada; Longitude=-34.950476; Regional=Sul",5ade08be79d49132404708491072a6cddcbc7ee54be32b0dcc20707a0053b749,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_10aaaa76ae90,raw/recife_defesa_civil_risk_areas_geojson.geojson,4,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.950856480943656,-8.128668620424282,-34.950856480943656,-8.128668620424282,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 95; Latitude=-8.128669; Localidade=Lagoa Encantada; Longitude=-34.950856; Regional=Sul",764f6981e54846122bfca0783f9f25536647e84ee372e881ae807f869a25e39e,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_c2550d7fc6b3,raw/recife_defesa_civil_risk_areas_geojson.geojson,5,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95094711405562,-8.12865010457051,-34.95094711405562,-8.12865010457051,"Bairro=Ibura; Descrição=Ponto de Colocação de Lona; Endereço=Rua Doutor Cézar Montezuma, 106; Latitude=-8.12865; Localidade=Lagoa Encantada; Longitude=-34.950947; Regional=Sul",a9f8db8d975da8faac935beb14f152944744516bb57cc15970ab63bb9cf6deed,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_a53118e7a3c4,raw/recife_defesa_civil_risk_areas_geojson.geojson,6,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95111930819287,-8.128613116354158,-34.95111930819287,-8.128613116354158,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 126A; Latitude=-8.128613; Localidade=Lagoa Encantada; Longitude=-34.951119; Regional=Sul",6e01c37cecee4b519ac72c54c078f3f8a255489393fc58a8a278fbd2dc1e63b9,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_4787bd2e14a2,raw/recife_defesa_civil_risk_areas_geojson.geojson,7,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.951173696778945,-8.128603814856142,-34.951173696778945,-8.128603814856142,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma,126B; Latitude=-8.128604; Localidade=Lagoa Encantada; Longitude=-34.951174; Regional=Sul",9b124ebf4e32979355d0eea6d67d2bda4829972f6ee11159eba6eb77a60e69c7,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_4dedf5dc287b,raw/recife_defesa_civil_risk_areas_geojson.geojson,8,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95142635922227,-8.128322348712171,-34.95142635922227,-8.128322348712171,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 60; Latitude=-8.128322; Localidade=Lagoa Encantada; Longitude=-34.951426; Regional=Sul",1f9d20181a40e6efeeb4f839a9e124fdb2451328c3bbd7e142b9c51ea2d8ed1c,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_c27f90621c35,raw/recife_defesa_civil_risk_areas_geojson.geojson,9,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95141724347826,-8.128313352045526,-34.95141724347826,-8.128313352045526,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 61; Latitude=-8.128313; Localidade=Lagoa Encantada; Longitude=-34.951417; Regional=Sul",70540a87ea4e0786f221b798e4d505c71e0cddcceea4a003b9c4e9309b534bf7,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_e983bde87a26,raw/recife_defesa_civil_risk_areas_geojson.geojson,10,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95140049794808,-8.128602726116227,-34.95140049794808,-8.128602726116227,"Bairro=Ibura; Descrição=Ponto de Colocação de Lona; Endereço=Rua Doutor Cézar Montezuma, 129; Latitude=-8.128603; Localidade=Lagoa Encantada; Longitude=-34.9514; Regional=Sul",681bf69460c9bfbb14a824f9da5cda5763db0e93542f7e62d1daa6018dc7bd69,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_2385b253d27e,raw/recife_defesa_civil_risk_areas_geojson.geojson,11,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.951455236171974,-8.128665746321714,-34.951455236171974,-8.128665746321714,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 136; Latitude=-8.128666; Localidade=Lagoa Encantada; Longitude=-34.951455; Regional=Sul",698437bb20c097576725ffdac79a1c630165d5dec637d6c97664b1d792d4c64d,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_c5a0c7eeb704,raw/recife_defesa_civil_risk_areas_geojson.geojson,12,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95150037786803,-8.128620327464985,-34.95150037786803,-8.128620327464985,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 140; Latitude=-8.12862; Localidade=Lagoa Encantada; Longitude=-34.9515; Regional=Sul",59e790d7159b313d0dd0b00644437d9c23f301edcedf2c176cf0dc58f8a91615,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_3ec377cc5269,raw/recife_defesa_civil_risk_areas_geojson.geojson,13,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95154556326253,-8.128583948822492,-34.95154556326253,-8.128583948822492,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 146; Latitude=-8.128584; Localidade=Lagoa Encantada; Longitude=-34.951546; Regional=Sul",942cefe9a8a9d774d5918e5a1d5867fa1690056181f89836f1ac6050cd0cfc6b,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_114df8665508,raw/recife_defesa_civil_risk_areas_geojson.geojson,14,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95160021408094,-8.12862888857048,-34.95160021408094,-8.12862888857048,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 142; Latitude=-8.128629; Localidade=Lagoa Encantada; Longitude=-34.9516; Regional=Sul",bff5e2b5736b6c522bc448781e615e89977a866d62c728bf5d261366faad4478,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_655130058b41,raw/recife_defesa_civil_risk_areas_geojson.geojson,15,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95163619628813,-8.128565432826871,-34.95163619628813,-8.128565432826871,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 145; Latitude=-8.128565; Localidade=Lagoa Encantada; Longitude=-34.951636; Regional=Sul",abb7956effa0ebd66207a0225b27363164849dde10e04416f788fc2a2e564d7f,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_bcd775326b42,raw/recife_defesa_civil_risk_areas_geojson.geojson,16,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95170005029228,-8.128637449650432,-34.95170005029228,-8.128637449650432,"Bairro=Ibura; Descrição=Ponto de Colocação de Lona; Endereço=Rua Doutor Cézar Montezuma, 147; Latitude=-8.128637; Localidade=Lagoa Encantada; Longitude=-34.9517; Regional=Sul",50c355cdc048c58ffdac9922ef7525531d4364c5772a060f690bc5c9e011ac2d,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_8ec88f978867,raw/recife_defesa_civil_risk_areas_geojson.geojson,17,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.951745148238786,-8.128582990557844,-34.951745148238786,-8.128582990557844,"Bairro=Ibura; Descrição=Deslizamento; Endereço=Rua Doutor Cézar Montezuma, 149; Latitude=-8.128583; Localidade=Lagoa Encantada; Longitude=-34.951745; Regional=Sul",93c284414d1ec6b60b4cc72ac2f035ac86d2aa73567adc77da51b8ba8ee07776,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_8108d4cf64b2,raw/recife_defesa_civil_risk_areas_geojson.geojson,18,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95178152384154,-8.128600896748722,-34.95178152384154,-8.128600896748722,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 150A; Latitude=-8.128601; Localidade=Lagoa Encantada; Longitude=-34.951782; Regional=Sul",4c34226ffa70c80c2b1767d7f395e2ab04ac617a2f400f3519470622feba6f6e,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_c8e62d065c97,raw/recife_defesa_civil_risk_areas_geojson.geojson,19,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95186312851996,-8.128591464479783,-34.95186312851996,-8.128591464479783,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 150B; Latitude=-8.128591; Localidade=Lagoa Encantada; Longitude=-34.951863; Regional=Sul",8ee85aef5e6d7890e6e73b6b52bfabe9b6e29803b8a1777705538e7aeb5160ba,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_0ccff313fdd9,raw/recife_defesa_civil_risk_areas_geojson.geojson,20,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.951971774446484,-8.128545740643396,-34.951971774446484,-8.128545740643396,"Bairro=Ibura; Descrição=Ponto de Colocação de Lona; Endereço=Rua Doutor Cézar Montezuma, 154; Latitude=-8.128546; Localidade=Lagoa Encantada; Longitude=-34.951972; Regional=Sul",5484ea6dc0e4c673c23d48238b66bc77bcc354603ba894c10debdf7bad17f8d1,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_d70b7d7fbd05,raw/recife_defesa_civil_risk_areas_geojson.geojson,21,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95206293206372,-8.128635707129042,-34.95206293206372,-8.128635707129042,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 155; Latitude=-8.128636; Localidade=Lagoa Encantada; Longitude=-34.952063; Regional=Sul",ec5a3c199a9bd7cb184e6e9ae4782e548ecd2ac034176661cddc47c2489cd0ff,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_e1964305319d,raw/recife_defesa_civil_risk_areas_geojson.geojson,22,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95214449300672,-8.128617234589788,-34.95214449300672,-8.128617234589788,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=Rua Doutor Cézar Montezuma, 157; Latitude=-8.128617; Localidade=Lagoa Encantada; Longitude=-34.952144; Regional=Sul",3d1e603c5526273753870cb6bbfefa3868e57ed92fb0dd513d626d8c0a1bec58,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_12d69007bf3f,raw/recife_defesa_civil_risk_areas_geojson.geojson,23,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95109972206341,-8.128314876205229,-34.95109972206341,-8.128314876205229,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 50; Latitude=-8.128315; Localidade=Lagoa Encantada; Longitude=-34.9511; Regional=Sul",1198b52a32c77ccaf1e5656c6f3e29a905907c745af601c094966eab229e400b,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_8e86d4351a44,raw/recife_defesa_civil_risk_areas_geojson.geojson,24,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95084587965354,-8.128352256238044,-34.95084587965354,-8.128352256238044,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 53; Latitude=-8.128352; Localidade=Lagoa Encantada; Longitude=-34.950846; Regional=Sul",65e803fdd1e9a4fae34518d76c9dd75d8c80090fff727516e4b82529c33c4d2e,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_a027096d6f2a,raw/recife_defesa_civil_risk_areas_geojson.geojson,25,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95067355450543,-8.12836212365326,-34.95067355450543,-8.12836212365326,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 79; Latitude=-8.128362; Localidade=Lagoa Encantada; Longitude=-34.950674; Regional=Sul",d9dac7693940eeedae4c8b7223792e23c880bd44c90e41f1076b14a491088032,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_1eb55a3987c1,raw/recife_defesa_civil_risk_areas_geojson.geojson,26,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.950628281655234,-8.128380421767861,-34.950628281655234,-8.128380421767861,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 80; Latitude=-8.12838; Localidade=Lagoa Encantada; Longitude=-34.950628; Regional=Sul",20ae027ce6141f5e198e64ef888b3ce894dacfb17a8e140c110d3feecc705d74,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_24ab9b073fd6,raw/recife_defesa_civil_risk_areas_geojson.geojson,27,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.951217046803905,-8.12818774705355,-34.951217046803905,-8.12818774705355,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 150; Latitude=-8.128188; Localidade=Lagoa Encantada; Longitude=-34.951217; Regional=Sul",576cdfe99ad214a79340edaa330d6cc46055abe428f8aecfcf7d07779dbf7ccf,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_c6474fdd6068,raw/recife_defesa_civil_risk_areas_geojson.geojson,28,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.951017287181806,-8.128152544132812,-34.951017287181806,-8.128152544132812,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 155; Latitude=-8.128153; Localidade=Lagoa Encantada; Longitude=-34.951017; Regional=Sul",680bb668243b1bebfaba1c0b749c5491c34cad4cd7a7ed096e772e2f8c5ebc84,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_aa9ae873761c,raw/recife_defesa_civil_risk_areas_geojson.geojson,29,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.95089014756889,-8.128126033027465,-34.95089014756889,-8.128126033027465,"Bairro=Ibura; Descrição=Área de Risco Nível 3; Endereço=1º Travessa Doutor Cézar Montezuma, 65; Latitude=-8.128126; Localidade=Lagoa Encantada; Longitude=-34.95089; Regional=Sul",2291136963ed32715ae1f8c3a3da31875c26eb00b9058ed495d45f90decfb8ba,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_9007e929ee25,raw/recife_defesa_civil_risk_areas_geojson.geojson,30,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.939500626218596,-8.136768996980084,-34.939500626218596,-8.136768996980084,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 15B; Latitude=-8.136769; Localidade=Jordão Baixo; Longitude=-34.939501; Regional=SUL",08e7cc63cb3564130817532d04df398132f32cffe7e0a2706bfcacd4f6392b8d,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_f21e731115ee,raw/recife_defesa_civil_risk_areas_geojson.geojson,31,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93949159740753,-8.136778080588131,-34.93949159740753,-8.136778080588131,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 16B; Latitude=-8.136778; Localidade=Jordão Baixo; Longitude=-34.939492; Regional=SUL",b486d4dadbc9a54d54a82576b1a1a57e24de7e48169bf4b2a3ea2c1dae4b7acb,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_b7ec3d6b6767,raw/recife_defesa_civil_risk_areas_geojson.geojson,32,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93942900447219,-8.136968229742017,-34.93942900447219,-8.136968229742017,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 16; Latitude=-8.136968; Localidade=Jordão Baixo; Longitude=-34.939429; Regional=SUL",71881d51697ba465733647f5bebaac00f2a993e2e10a123be611bebe2b33014f,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_912935fa0fc7,raw/recife_defesa_civil_risk_areas_geojson.geojson,33,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93935642607865,-8.136968576369691,-34.93935642607865,-8.136968576369691,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 89; Latitude=-8.136969; Localidade=Jordão Baixo; Longitude=-34.939356; Regional=SUL",566438c681dbc837c6da643d702b7f5091bf7189370884a1531e2e5d89bf35bb,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_94d72421089c,raw/recife_defesa_civil_risk_areas_geojson.geojson,34,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93932013688069,-8.136968749678669,-34.93932013688069,-8.136968749678669,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 20C; Latitude=-8.136969; Localidade=Jordão Baixo; Longitude=-34.93932; Regional=SUL",642ad614adb0f9377babbb806e15ee112c33b74bb58fe41bb9ae0ca7aa0fd2ca,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_fc9566927738,raw/recife_defesa_civil_risk_areas_geojson.geojson,35,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93928376072304,-8.136950842425671,-34.93928376072304,-8.136950842425671,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 11B,C,D e E; Latitude=-8.136951; Localidade=Jordão Baixo; Longitude=-34.939284; Regional=SUL",1c23390a2812579539cbb2ee326f9f5150abb39089bf38e31cecd6cf05f6334c,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_5096bd0c777e,raw/recife_defesa_civil_risk_areas_geojson.geojson,36,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93923700794306,-8.136661770102881,-34.93923700794306,-8.136661770102881,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 09; Latitude=-8.136662; Localidade=Jordão Baixo; Longitude=-34.939237; Regional=SUL",709505574299595206714e09a18843b8b22a79ffa4cb63098b9587fe59e47e5b,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_d7c84c5a5f6d,raw/recife_defesa_civil_risk_areas_geojson.geojson,37,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.939047967870486,-8.136970049392795,-34.939047967870486,-8.136970049392795,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 85; Latitude=-8.13697; Localidade=Jordão Baixo; Longitude=-34.939048; Regional=SUL",68442814ed8e790f689f70de67ed94b70bf2cee57db65473910dba605710cc34,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_d50f73315ebc,raw/recife_defesa_civil_risk_areas_geojson.geojson,38,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.938975345987615,-8.13696135567144,-34.938975345987615,-8.13696135567144,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 84; Latitude=-8.136961; Localidade=Jordão Baixo; Longitude=-34.938975; Regional=SUL",c2d895eacee1740ae144f8039c2a513d70c101a837728bdabf5232b1ebf6611e,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_8e3051817f9b,raw/recife_defesa_civil_risk_areas_geojson.geojson,39,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93892989753763,-8.136943491701867,-34.93892989753763,-8.136943491701867,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 83; Latitude=-8.136943; Localidade=Jordão Baixo; Longitude=-34.93893; Regional=SUL",d2fe5d41a15b27d4b6e12655fc9a18894285cff73c832b83d273f9e2a612df18,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_fcc25d5a8e3f,raw/recife_defesa_civil_risk_areas_geojson.geojson,40,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.938857232187516,-8.136925757675971,-34.938857232187516,-8.136925757675971,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 82; Latitude=-8.136926; Localidade=Jordão Baixo; Longitude=-34.938857; Regional=SUL",a5f1c1cdc1fa37c9a4280282f27cb8c29aed1a29f04b44ea48f028be8b90e665,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_f713e4ce6519,raw/recife_defesa_civil_risk_areas_geojson.geojson,41,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.93878461030889,-8.136917063917624,-34.93878461030889,-8.136917063917624,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº 81A,B e C; Latitude=-8.136917; Localidade=Jordão Baixo; Longitude=-34.938785; Regional=SUL",052ab01c74b43513c7fc20edc2c014d791075a265dbaba03b56552b939668d69,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
V2BC_RISK_73b3840ca283,raw/recife_defesa_civil_risk_areas_geojson.geojson,42,Point,EPSG:4326_INFERRED_FROM_LON_LAT_FIELDS,0,-34.938693974225295,-8.136935577618685,-34.938693974225295,-8.136935577618685,"Bairro=Jordão; Descrição=Área de Risco Nível 3; Endereço=Rua Bonerges Pereira, nº S/N Em Const.; Latitude=-8.136936; Localidade=Jordão Baixo; Longitude=-34.938694; Regional=SUL",db5d911e256f5d33c153722dba486ca42ffdf4a9fc8ba9c97334bcac4e44f1f7,context_only,POINT_CONTEXT_NOT_OBSERVED_EVENT_POLYGON,"Source calls these risk areas, but supplied geometry is a point location."
