patch_id,regiao,cidade,geometry_source,bbox,crs,tem_geometria_patch,tem_score_v6,tem_features_fisicas,tem_features_territoriais,tem_features_espectrais,tem_features_chuva,tem_evidencia_observacional,status_patch
recife_00331,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.079212,-8.102610,-35.070229,-8.093717",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00333,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.061246,-8.102610,-35.052262,-8.093717",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00335,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.043279,-8.102610,-35.034296,-8.093717",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00337,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.025313,-8.102610,-35.016330,-8.093717",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00338,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.016330,-8.102610,-35.007347,-8.093717",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00344,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.962431,-8.102610,-34.953448,-8.093717",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00354,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.079212,-8.093717,-35.070229,-8.084823",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00355,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.070229,-8.093717,-35.061246,-8.084823",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00356,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.061246,-8.093717,-35.052262,-8.084823",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00357,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.052262,-8.093717,-35.043279,-8.084823",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00363,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.998363,-8.093717,-34.989380,-8.084823",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00364,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.989380,-8.093717,-34.980397,-8.084823",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00386,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.998363,-8.084823,-34.989380,-8.075929",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00388,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.980397,-8.084823,-34.971414,-8.075929",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00410,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.989380,-8.075929,-34.980397,-8.067035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00412,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.971414,-8.075929,-34.962431,-8.067035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00413,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.962431,-8.075929,-34.953448,-8.067035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00414,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.953448,-8.075929,-34.944465,-8.067035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00433,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.989380,-8.067035,-34.980397,-8.058141",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00458,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.971414,-8.058141,-34.962431,-8.049246",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00460,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.953448,-8.058141,-34.944465,-8.049246",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00462,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.142094,-8.049246,-35.133111,-8.040351",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00464,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.124128,-8.049246,-35.115144,-8.040351",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00466,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.106161,-8.049246,-35.097178,-8.040351",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00481,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.971414,-8.049246,-34.962431,-8.040351",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00482,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.962431,-8.049246,-34.953448,-8.040351",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00483,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.953448,-8.049246,-34.944465,-8.040351",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00487,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.124128,-8.040351,-35.115144,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00489,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.106161,-8.040351,-35.097178,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00499,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.016330,-8.040351,-35.007347,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00501,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.998363,-8.040351,-34.989380,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00502,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.989380,-8.040351,-34.980397,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00503,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.980397,-8.040351,-34.971414,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00504,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.971414,-8.040351,-34.962431,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00505,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.962431,-8.040351,-34.953448,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00506,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.953448,-8.040351,-34.944465,-8.031456",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00511,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.115144,-8.031456,-35.106161,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00512,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.106161,-8.031456,-35.097178,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00522,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.016330,-8.031456,-35.007347,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00525,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.989380,-8.031456,-34.980397,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00526,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.980397,-8.031456,-34.971414,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00527,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.971414,-8.031456,-34.962431,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00528,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.962431,-8.031456,-34.953448,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00529,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.953448,-8.031456,-34.944465,-8.022561",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00532,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.133111,-8.022561,-35.124128,-8.013666",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00533,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-35.124128,-8.022561,-35.115144,-8.013666",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00548,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.989380,-8.022561,-34.980397,-8.013666",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00550,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.971414,-8.022561,-34.962431,-8.013666",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00551,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.962431,-8.022561,-34.953448,-8.013666",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
recife_00552,recife,Recife,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-34.953448,-8.022561,-34.944465,-8.013666",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
