candidate_id,source_id,source_path_or_ref,candidate_type,raw_value,normalized_value,inferred_sensor,inferred_tile,inferred_datetime,inferred_cloud_cover,inferred_asset_id,inferred_patch_id,inferred_region,extraction_method,extraction_confidence,evidence_snippet,notes
MV2_14_CAND_00025,MV2_14_SRC_0010,local_runs/protocolo_c/v1ix/v1ix_sentinel2_scene_search.csv,scene_id,20220207T130239_20220207T130241_T23KPR,20220207T130239_20220207T130241_T23KPR,S2_MSI,23KPR,2022-02-07,93.996811,,,,csv_structured_row,HIGH,collection=COPERNICUS/S2_SR_HARMONIZED;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00026,MV2_14_SRC_0010,local_runs/protocolo_c/v1ix/v1ix_sentinel2_scene_search.csv,scene_id,20220212T130251_20220212T130247_T23KPR,20220212T130251_20220212T130247_T23KPR,S2_MSI,23KPR,2022-02-12,94.734615,,,,csv_structured_row,HIGH,collection=COPERNICUS/S2_SR_HARMONIZED;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00027,MV2_14_SRC_0011,local_runs/protocolo_c/v1ix/v1ix_summary.json,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00028,MV2_14_SRC_0011,local_runs/protocolo_c/v1ix/v1ix_summary.json,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00029,MV2_14_SRC_0012,local_runs/protocolo_c/v1iy/v1iy_cloud_quality_audit.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,2022-02-02,90.359181,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_PRE_EVENT,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00030,MV2_14_SRC_0012,local_runs/protocolo_c/v1iy/v1iy_cloud_quality_audit.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,2022-03-04,2.394584,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_POST_EVENT_SURVEY,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00031,MV2_14_SRC_0013,local_runs/protocolo_c/v1iy/v1iy_patch_pair_quality_decision.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,2022-02-02,90.359181,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_PRE_EVENT,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00032,MV2_14_SRC_0013,local_runs/protocolo_c/v1iy/v1iy_patch_pair_quality_decision.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,2022-03-04,2.394584,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_POST_EVENT_SURVEY,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00033,MV2_14_SRC_0014,local_runs/protocolo_c/v1iz/v1iz_alternative_patch_quality_audit.csv,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,2022-01-18,7.460087,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00034,MV2_14_SRC_0014,local_runs/protocolo_c/v1iz/v1iz_alternative_patch_quality_audit.csv,scene_id,20220123T130251_20220123T130251_T23KPR,20220123T130251_20220123T130251_T23KPR,S2_MSI,,2022-01-23,24.450762,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00035,MV2_14_SRC_0014,local_runs/protocolo_c/v1iz/v1iz_alternative_patch_quality_audit.csv,scene_id,20220128T130239_20220128T130241_T23KPR,20220128T130239_20220128T130241_T23KPR,S2_MSI,,2022-01-28,75.740778,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00036,MV2_14_SRC_0014,local_runs/protocolo_c/v1iz/v1iz_alternative_patch_quality_audit.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,2022-02-02,90.359181,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00037,MV2_14_SRC_0014,local_runs/protocolo_c/v1iz/v1iz_alternative_patch_quality_audit.csv,scene_id,20220207T130239_20220207T130241_T23KPR,20220207T130239_20220207T130241_T23KPR,S2_MSI,,2022-02-07,93.996811,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00038,MV2_14_SRC_0014,local_runs/protocolo_c/v1iz/v1iz_alternative_patch_quality_audit.csv,scene_id,20220212T130251_20220212T130247_T23KPR,20220212T130251_20220212T130247_T23KPR,S2_MSI,,2022-02-12,94.734615,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00039,MV2_14_SRC_0015,local_runs/protocolo_c/v1iz/v1iz_alternative_pre_scene_search.csv,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,23KPR,2022-01-18,7.460087,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00040,MV2_14_SRC_0015,local_runs/protocolo_c/v1iz/v1iz_alternative_pre_scene_search.csv,scene_id,20220123T130251_20220123T130251_T23KPR,20220123T130251_20220123T130251_T23KPR,S2_MSI,23KPR,2022-01-23,24.450762,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00041,MV2_14_SRC_0015,local_runs/protocolo_c/v1iz/v1iz_alternative_pre_scene_search.csv,scene_id,20220128T130239_20220128T130241_T23KPR,20220128T130239_20220128T130241_T23KPR,S2_MSI,23KPR,2022-01-28,75.740778,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00042,MV2_14_SRC_0015,local_runs/protocolo_c/v1iz/v1iz_alternative_pre_scene_search.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,23KPR,2022-02-02,90.359181,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00043,MV2_14_SRC_0015,local_runs/protocolo_c/v1iz/v1iz_alternative_pre_scene_search.csv,scene_id,20220207T130239_20220207T130241_T23KPR,20220207T130239_20220207T130241_T23KPR,S2_MSI,23KPR,2022-02-07,93.996811,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00044,MV2_14_SRC_0015,local_runs/protocolo_c/v1iz/v1iz_alternative_pre_scene_search.csv,scene_id,20220212T130251_20220212T130247_T23KPR,20220212T130251_20220212T130247_T23KPR,S2_MSI,23KPR,2022-02-12,94.734615,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00045,MV2_14_SRC_0016,local_runs/protocolo_c/v1iz/v1iz_cloud_mask_download_log.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,,,,,,csv_structured_row,MEDIUM,collection=;datetime_status=ABSENT,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00046,MV2_14_SRC_0016,local_runs/protocolo_c/v1iz/v1iz_cloud_mask_download_log.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,,,,,,csv_structured_row,MEDIUM,collection=;datetime_status=ABSENT,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00047,MV2_14_SRC_0017,local_runs/protocolo_c/v1iz/v1iz_final_patch_pair_selection.csv,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00048,MV2_14_SRC_0017,local_runs/protocolo_c/v1iz/v1iz_final_patch_pair_selection.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00049,MV2_14_SRC_0018,local_runs/protocolo_c/v1iz/v1iz_local_cloud_quality_audit.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,2022-02-02,90.359181,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00050,MV2_14_SRC_0018,local_runs/protocolo_c/v1iz/v1iz_local_cloud_quality_audit.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,2022-03-04,2.394584,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00051,MV2_14_SRC_0019,local_runs/protocolo_c/v1iz/v1iz_summary.json,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00052,MV2_14_SRC_0019,local_runs/protocolo_c/v1iz/v1iz_summary.json,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00053,MV2_14_SRC_0020,local_runs/protocolo_c/v1ja/v1ja_anchor_pair_input_audit.csv,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,2022-01-18,,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00054,MV2_14_SRC_0020,local_runs/protocolo_c/v1ja/v1ja_anchor_pair_input_audit.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,2022-03-04,,,,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00055,MV2_14_SRC_0021,local_runs/protocolo_c/v1ja/v1ja_structural_pair_comparison.csv,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00056,MV2_14_SRC_0021,local_runs/protocolo_c/v1ja/v1ja_structural_pair_comparison.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00057,MV2_14_SRC_0022,datasets/official_anchor_sentinel_patch_pair_selection_registry.csv,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00058,MV2_14_SRC_0022,datasets/official_anchor_sentinel_patch_pair_selection_registry.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00059,MV2_14_SRC_0023,datasets/official_anchor_sentinel_patch_quality_registry.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,2022-02-02,90.359181,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_PRE_EVENT,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00060,MV2_14_SRC_0023,datasets/official_anchor_sentinel_patch_quality_registry.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,2022-03-04,2.394584,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_POST_EVENT_SURVEY,,csv_structured_row,HIGH,collection=;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00061,MV2_14_SRC_0024,datasets/official_anchor_sentinel_patch_registry.csv,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,2022-02-02,90.359181,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_PRE_EVENT,PET,csv_structured_row,HIGH,collection=COPERNICUS/S2_SR_HARMONIZED;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00062,MV2_14_SRC_0024,datasets/official_anchor_sentinel_patch_registry.csv,scene_id,20220304T130251_20220304T130743_T23KPR,20220304T130251_20220304T130743_T23KPR,S2_MSI,,2022-03-04,2.394584,,REFPATCH_PET2022_CPRM_MOINHO_PRETO_S2_V1IX_POST_EVENT_SURVEY,PET,csv_structured_row,HIGH,collection=COPERNICUS/S2_SR_HARMONIZED;datetime_status=VALID_SINGLE,"candidato; namespace pode ser anchor protocolo-C, nao corpus"
MV2_14_CAND_00063,MV2_14_SRC_0025,outputs_public/mv2_sentinel_binding/MV2_13_SENTINEL_BINDING_REPORT.md,scene_id,20220118T130239_20220118T130322_T23KPR,20220118T130239_20220118T130322_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
MV2_14_CAND_00064,MV2_14_SRC_0025,outputs_public/mv2_sentinel_binding/MV2_13_SENTINEL_BINDING_REPORT.md,scene_id,20220202T130251_20220202T130247_T23KPR,20220202T130251_20220202T130247_T23KPR,S2_MSI,,,,,,,text_regex,LOW,scene_id_in_text,candidato textual; nunca vira verdade sem fonte estruturada
