field,description
embedding_id,v1pr_smoke_embedding_feature_store: embedding_id.
patch_id,v1pr_smoke_embedding_feature_store: patch_id.
alias,v1pr_smoke_embedding_feature_store: alias.
region,v1pr_smoke_embedding_feature_store: region.
source_run_id,v1pr_smoke_embedding_feature_store: source_run_id.
visual_asset_id,v1pr_smoke_embedding_feature_store: visual_asset_id.
vector_dim,v1pr_smoke_embedding_feature_store: vector_dim.
vector_sha256_16,v1pr_smoke_embedding_feature_store: vector_sha256_16.
vector_norm_l2,v1pr_smoke_embedding_feature_store: vector_norm_l2.
vector_mean,v1pr_smoke_embedding_feature_store: vector_mean.
vector_std,v1pr_smoke_embedding_feature_store: vector_std.
has_nan,v1pr_smoke_embedding_feature_store: has_nan.
has_inf,v1pr_smoke_embedding_feature_store: has_inf.
is_zero_vector,v1pr_smoke_embedding_feature_store: is_zero_vector.
embedding_status,v1pr_smoke_embedding_feature_store: embedding_status.
dino_allowed_use,v1pr_smoke_embedding_feature_store: dino_allowed_use.
dino_can_create_label,v1pr_smoke_embedding_feature_store: dino_can_create_label.
dino_can_train_model,v1pr_smoke_embedding_feature_store: dino_can_train_model.
dino_target_field_created,v1pr_smoke_embedding_feature_store: dino_target_field_created.
blocked_reason,v1pr_smoke_embedding_feature_store: blocked_reason.
notes,v1pr_smoke_embedding_feature_store: notes.
