field,description
readiness_id,v1qb_dino_execution_readiness_audit: readiness_id.
execution_queue_id,v1qb_dino_execution_readiness_audit: execution_queue_id.
patch_id,v1qb_dino_execution_readiness_audit: patch_id.
region,v1qb_dino_execution_readiness_audit: region.
visual_type,v1qb_dino_execution_readiness_audit: visual_type.
backend_status,v1qb_dino_execution_readiness_audit: backend_status.
model_available,v1qb_dino_execution_readiness_audit: model_available.
dry_run_allowed,v1qb_dino_execution_readiness_audit: dry_run_allowed.
real_execution_allowed,v1qb_dino_execution_readiness_audit: real_execution_allowed.
readiness_status,v1qb_dino_execution_readiness_audit: readiness_status.
readiness_reason,v1qb_dino_execution_readiness_audit: readiness_reason.
can_create_label,v1qb_dino_execution_readiness_audit: can_create_label.
can_train_model,v1qb_dino_execution_readiness_audit: can_train_model.
target_created,v1qb_dino_execution_readiness_audit: target_created.
blocked_reason,v1qb_dino_execution_readiness_audit: blocked_reason.
notes,v1qb_dino_execution_readiness_audit: notes.
