field,description
linkage_id,v1ox_event_patch_linkage_registry: linkage_id.
event_id,v1ox_event_patch_linkage_registry: event_id.
patch_id,v1ox_event_patch_linkage_registry: patch_id.
alias,v1ox_event_patch_linkage_registry: alias.
region,v1ox_event_patch_linkage_registry: region.
linkage_basis,v1ox_event_patch_linkage_registry: linkage_basis.
spatial_linkage_status,v1ox_event_patch_linkage_registry: spatial_linkage_status.
temporal_linkage_status,v1ox_event_patch_linkage_registry: temporal_linkage_status.
sentinel_scene_date_status,v1ox_event_patch_linkage_registry: sentinel_scene_date_status.
distance_meters,v1ox_event_patch_linkage_registry: distance_meters.
temporal_delta_days,v1ox_event_patch_linkage_registry: temporal_delta_days.
evidence_tier,v1ox_event_patch_linkage_registry: evidence_tier.
linkage_confidence,v1ox_event_patch_linkage_registry: linkage_confidence.
allowed_use,v1ox_event_patch_linkage_registry: allowed_use.
can_create_label,v1ox_event_patch_linkage_registry: can_create_label.
can_train_model,v1ox_event_patch_linkage_registry: can_train_model.
blocked_reason,v1ox_event_patch_linkage_registry: blocked_reason.
notes,v1ox_event_patch_linkage_registry: notes.
