field,description
candidate_id,v1qo_smoke_asset_local_reconciliation_candidates: candidate_id.
smoke_id,v1qo_smoke_asset_local_reconciliation_candidates: smoke_id.
patch_id,v1qo_smoke_asset_local_reconciliation_candidates: patch_id.
rank,v1qo_smoke_asset_local_reconciliation_candidates: rank.
root_env_name,v1qo_smoke_asset_local_reconciliation_candidates: root_env_name.
local_candidate_filename,v1qo_smoke_asset_local_reconciliation_candidates: local_candidate_filename.
local_candidate_relative,v1qo_smoke_asset_local_reconciliation_candidates: local_candidate_relative.
local_path_hash,v1qo_smoke_asset_local_reconciliation_candidates: local_path_hash.
match_type,v1qo_smoke_asset_local_reconciliation_candidates: match_type.
match_confidence,v1qo_smoke_asset_local_reconciliation_candidates: match_confidence.
file_size_bytes,v1qo_smoke_asset_local_reconciliation_candidates: file_size_bytes.
