candidate_id,region,asset_path,asset_type,scientific_status,blocked_reason,required_action
PET_18,Petrópolis,,NO_ASSET_PATH,BLOCKED_UNRESOLVED_BINDING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_19,Petrópolis,,NO_ASSET_PATH,BLOCKED_NO_LABEL,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_20,Petrópolis,,NO_ASSET_PATH,BLOCKED_UNRESOLVED_BINDING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_21,Petrópolis,,NO_ASSET_PATH,BLOCKED_NO_LABEL,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_22,Petrópolis,,NO_ASSET_PATH,BLOCKED_NO_LABEL,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_23,Petrópolis,,NO_ASSET_PATH,BLOCKED_NO_LABEL,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_24,Petrópolis,,NO_ASSET_PATH,BLOCKED_NO_LABEL,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_25,Petrópolis,,NO_ASSET_PATH,BLOCKED_UNRESOLVED_BINDING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_26,Petrópolis,,NO_ASSET_PATH,BLOCKED_UNRESOLVED_BINDING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
PET_27,Petrópolis,,NO_ASSET_PATH,BLOCKED_NO_LABEL,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_00289,Recife,patches/thumbnails/recife/recife_00289__rgb_preview.png,RGB_PREVIEW_PNG,VISUAL_MATERIAL_EVIDENCE_ONLY,NOT_FOR_DATALOADER_TRAINING_ONLY_VISUAL_QA,review_or_exclude_before_any_future_experiment
REC_01,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_02,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_03,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_04,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_05,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_06,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_07,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_08,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_09,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_10,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_11,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_12,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_13,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_14,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_15,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_16,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_17,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
REC_18,Recife,,NO_ASSET_PATH,BLOCKED_RECIFE_EXT_BG_NAMING,NO_ASSET_PATH_IN_PROTOCOL,review_or_exclude_before_any_future_experiment
